#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472336.1         -           1239 2119at5820           -            997         0 1663.7  17.7   1   2         0         0 1420.9   7.7     2   818    36   964    33   968 0.94 | transcript=PVW1_140051000_t1 | gene=PVW1_140051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1997257-2000976(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472336.1         -           1239 2119at5820           -            997         0 1663.7  17.7   2   2   3.7e-75     1e-72  243.8   2.4   816   997   990  1217   983  1217 0.91 | transcript=PVW1_140051000_t1 | gene=PVW1_140051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1997257-2000976(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 2119at5820           -            997   7.2e-26   88.7  48.3   1   2    0.0012      0.32    7.1   0.3   219   272    98   151    77   154 0.70 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 2119at5820           -            997   7.2e-26   88.7  48.3   2   2   4.6e-27   1.3e-24   84.5  43.2   304   724   154   561   144   567 0.83 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 2119at5820           -            997   1.3e-16   58.0  27.8   1   2   2.8e-15   7.8e-13   45.5   4.5   296   397   258   359   166   368 0.88 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 2119at5820           -            997   1.3e-16   58.0  27.8   2   2   1.2e-09   3.2e-07   26.9  15.3   546   811   365   647   357   654 0.80 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473585.1         -            443 2119at5820           -            997     3e-10   37.0   0.4   1   1   1.7e-12   4.8e-10   36.3   0.4   853   936   341   421   324   442 0.75 | transcript=PVW1_120050900_t1 | gene=PVW1_120050900 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1K4] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1K4] | location=CAJZCX010000004:1908001-1909501(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472135.1         -            943 2119at5820           -            997   4.2e-09   33.2  21.9   1   4   5.8e-09   1.6e-06   24.6   2.6   270   400   278   410   260   417 0.83 | transcript=PVW1_140031600_t1 | gene=PVW1_140031600 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | location=CAJZCX010000003:1151081-1153912(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472135.1         -            943 2119at5820           -            997   4.2e-09   33.2  21.9   2   4    0.0011      0.29    7.2   0.3   526   585   429   488   416   498 0.85 | transcript=PVW1_140031600_t1 | gene=PVW1_140031600 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | location=CAJZCX010000003:1151081-1153912(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472135.1         -            943 2119at5820           -            997   4.2e-09   33.2  21.9   3   4      0.17        47   -0.1   0.7   733   810   685   763   667   767 0.80 | transcript=PVW1_140031600_t1 | gene=PVW1_140031600 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | location=CAJZCX010000003:1151081-1153912(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472135.1         -            943 2119at5820           -            997   4.2e-09   33.2  21.9   4   4   1.3e-05    0.0036   13.5   0.3   855   911   769   825   759   832 0.89 | transcript=PVW1_140031600_t1 | gene=PVW1_140031600 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | location=CAJZCX010000003:1151081-1153912(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 2119at5820           -            997   6.3e-09   32.6  21.8   1   5     1e-09   2.9e-07   27.1  13.7   179   404   140   399   133   404 0.79 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 2119at5820           -            997   6.3e-09   32.6  21.8   2   5     2e-07   5.7e-05   19.5   1.0   295   391   364   460   358   481 0.90 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 2119at5820           -            997   6.3e-09   32.6  21.8   3   5   7.9e-05     0.022   10.9   0.4   193   260   402   469   389   538 0.73 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 2119at5820           -            997   6.3e-09   32.6  21.8   4   5     0.048        13    1.7   0.1   630   691   705   769   694   787 0.69 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 2119at5820           -            997   6.3e-09   32.6  21.8   5   5      0.97   2.7e+02   -2.6   0.4   370   403   884   917   849   925 0.58 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477714.1         -            976 2119at5820           -            997   3.4e-08   30.2   0.2   1   2      0.16        45   -0.0   1.1   604   744   677   716   630   787 0.47 | transcript=PVW1_110022200_t1 | gene=PVW1_110022200 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFE5] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFE5] | location=CAJZCX010000008:744273-747203(+) | protein_length=976 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477714.1         -            976 2119at5820           -            997   3.4e-08   30.2   0.2   2   2   1.2e-10   3.4e-08   30.2   0.2   855   905   850   900   845   922 0.86 | transcript=PVW1_110022200_t1 | gene=PVW1_110022200 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFE5] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFE5] | location=CAJZCX010000008:744273-747203(+) | protein_length=976 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481752.1         -            512 2119at5820           -            997   3.8e-08   30.0  14.3   1   2    0.0002     0.055    9.6   0.8   523   594    60   131    45   132 0.78 | transcript=PVW1_060024600_t1 | gene=PVW1_060024600 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein HPR1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ1] | transcript_product=Heptatricopeptide repeat-containing protein HPR1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ1] | location=CAJZCX010000012:804272-805810(+) | protein_length=512 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
