#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476692.1         -            394 9916at5820           -            296  1.4e-155  515.4  46.1   1   3   5.9e-47     4e-44  149.5   0.1     1    76     1    76     1    83 0.98 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476692.1         -            394 9916at5820           -            296  1.4e-155  515.4  46.1   2   3   1.4e-64   9.7e-62  207.4  26.5    62   207   104   275    95   281 0.85 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476692.1         -            394 9916at5820           -            296  1.4e-155  515.4  46.1   3   3   6.6e-51   4.4e-48  162.5   7.3   200   296   291   394   289   394 0.96 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 9916at5820           -            296   4.2e-51  172.4   6.3   1   5   6.7e-12   4.5e-09   34.4   0.0     6    72     4    70     1    76 0.94 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 9916at5820           -            296   4.2e-51  172.4   6.3   2   5   6.1e-12   4.1e-09   34.6   0.0     5    72    79   146    75   156 0.94 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 9916at5820           -            296   4.2e-51  172.4   6.3   3   5   5.8e-12   3.9e-09   34.6   0.1     6    72   156   222   152   234 0.93 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 9916at5820           -            296   4.2e-51  172.4   6.3   4   5   6.6e-12   4.4e-09   34.5   0.0     5    72   231   298   227   305 0.94 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 9916at5820           -            296   4.2e-51  172.4   6.3   5   5   7.2e-12   4.9e-09   34.3   0.0     5    72   307   374   303   378 0.94 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477026.1         -            860 9916at5820           -            296   2.4e-12   45.2   4.6   1   2   7.8e-10   5.2e-07   27.7   2.4     5   175   145   318   141   334 0.76 | transcript=PVW1_090037300_t1 | gene=PVW1_090037300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1412104-1414686(+) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477026.1         -            860 9916at5820           -            296   2.4e-12   45.2   4.6   2   2   1.4e-06   0.00092   17.0   0.0   252   291   813   852   800   855 0.89 | transcript=PVW1_090037300_t1 | gene=PVW1_090037300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1412104-1414686(+) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477532.1         -            128 9916at5820           -            296   8.8e-09   33.5   0.0   1   1   1.4e-11   9.7e-09   33.3   0.0     6    73     4    71     1    92 0.92 | transcript=PVW1_110011500_t1 | gene=PVW1_110011500 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | transcript_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | location=CAJZCX010000008:274447-275253(+) | protein_length=128 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
