#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   1   7     5e-24   1.5e-20   71.7   0.4     1    55     3    59     3    61 0.89 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   2   7   7.9e-24   2.4e-20   71.1   0.1    54   104    86   136    83   152 0.92 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   3   7   5.8e-77   1.7e-73  246.7   1.8   103   304   245   487   226   508 0.87 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   4   7     2e-76     6e-73  244.9   1.6   301   478   538   747   515   753 0.89 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   5   7   5.8e-36   1.8e-32  111.2   3.5   477   578   873   983   867   990 0.93 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   6   7   7.1e-12   2.2e-08   31.6   0.0   577   616  1005  1049  1000  1057 0.84 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472389.1         -           1181 2955at5820           -            678  9.4e-262  868.9  42.2   7   7   9.3e-36   2.8e-32  110.5   0.9   615   678  1108  1171  1101  1171 0.97 | transcript=PVW1_140056400_t1 | gene=PVW1_140056400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2251612-2255157(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 2955at5820           -            678    0.0044   14.0   0.0   1   2    0.0035        11    2.8   0.0   267   338   112   192    92   203 0.72 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 2955at5820           -            678    0.0044   14.0   0.0   2   2     4e-05      0.12    9.3   0.0   272   338   247   322   234   322 0.74 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2955at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2955at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2955at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:44 2026
# [ok]
