#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484186.1         -           2995 267at5820            -           2203         0 3769.7 170.3   1   4  3.2e-200  3.9e-197  656.2  22.9    29   409     4   418     2   439 0.83 | transcript=PVW1_020019800_t1 | gene=PVW1_020019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:661742-671205(-) | protein_length=2995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484186.1         -           2995 267at5820            -           2203         0 3769.7 170.3   2   4         0         0 1864.4  77.2   318  1435   463  1865   454  1884 0.87 | transcript=PVW1_020019800_t1 | gene=PVW1_020019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:661742-671205(-) | protein_length=2995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484186.1         -           2995 267at5820            -           2203         0 3769.7 170.3   3   4   4.8e-73   5.8e-70  234.4  32.3  1433  1665  1939  2230  1934  2268 0.81 | transcript=PVW1_020019800_t1 | gene=PVW1_020019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:661742-671205(-) | protein_length=2995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484186.1         -           2995 267at5820            -           2203         0 3769.7 170.3   4   4         0         0 1029.8  14.4  1666  2203  2437  2995  2399  2995 0.87 | transcript=PVW1_020019800_t1 | gene=PVW1_020019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:661742-671205(-) | protein_length=2995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476117.1         -           1207 267at5820            -           2203   3.7e-08   29.5   8.5   1   3         5   6.1e+03  -10.8  14.5   359   482   317   439   213   447 0.56 | transcript=PVW1_130040600_t1 | gene=PVW1_130040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1555256-1558879(+) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476117.1         -           1207 267at5820            -           2203   3.7e-08   29.5   8.5   2   3     3e-11   3.7e-08   29.5   8.5   663   811   710   856   697   863 0.89 | transcript=PVW1_130040600_t1 | gene=PVW1_130040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1555256-1558879(+) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476117.1         -           1207 267at5820            -           2203   3.7e-08   29.5   8.5   3   3    0.0083        10    1.5   0.7   829   864  1109  1143  1091  1151 0.80 | transcript=PVW1_130040600_t1 | gene=PVW1_130040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1555256-1558879(+) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 267at5820            -           2203    0.0018   13.9   5.9   1   1   1.9e-06    0.0023   13.6   5.9   305   371   120   196    88   341 0.41 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480655.1         -             99 267at5820            -           2203       5.3    2.4  19.5   1   1    0.0046       5.6    2.3  19.5  1638  1686     9    54     2    90 0.37 | transcript=PVW1_070032900_t1 | gene=PVW1_070032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1214216-1214722(+) | protein_length=99 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484047.1         -            292 267at5820            -           2203       9.4    1.6  15.6   1   1    0.0097        12    1.3  15.6   306   398    71   158    64   183 0.52 | transcript=PVW1_020015900_t1 | gene=PVW1_020015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:491857-492735(-) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/267at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/267at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/267at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:20 2026
# [ok]
