#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480609.1         -            969 3545at5820           -            654         0 1075.7  56.2   1   5   3.6e-15   7.4e-12   42.7   0.0     1    64    47   116    47   121 0.85 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3545at5820           -            654         0 1075.7  56.2   2   5   4.1e-90   8.2e-87  290.4  16.9    64   273   138   370   129   375 0.92 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3545at5820           -            654         0 1075.7  56.2   3   5  2.3e-102   4.6e-99  330.8  10.7   273   444   472   644   465   655 0.97 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3545at5820           -            654         0 1075.7  56.2   4   5  9.4e-120  1.9e-116  388.3   1.7   435   621   690   876   685   882 0.97 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3545at5820           -            654         0 1075.7  56.2   5   5   7.2e-15   1.5e-11   41.7   1.8   622   653   937   968   921   969 0.89 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 3545at5820           -            654     3e-11   40.7   3.8   1   3    0.0075        15    2.0   0.0   370   439   189   264   173   300 0.60 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 3545at5820           -            654     3e-11   40.7   3.8   2   3   1.8e-06    0.0037   14.0   0.2   366   418   303   355   291   368 0.91 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 3545at5820           -            654     3e-11   40.7   3.8   3   3   1.7e-09   3.4e-06   24.0   0.1   321   429   369   478   356   496 0.85 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3545at5820           -            654   1.6e-05   21.8   6.6   1   4     8e-09   1.6e-05   21.8   6.6   276   434    62   226    45   231 0.71 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3545at5820           -            654   1.6e-05   21.8   6.6   2   4   0.00037      0.75    6.3   4.9   321   427   216   335   214   356 0.76 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3545at5820           -            654   1.6e-05   21.8   6.6   3   4    0.0045       9.1    2.8   3.3   345   424   370   449   353   457 0.77 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
