#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   1  10   1.9e-39   1.1e-35  121.4   3.6     7    79    93   165    89   173 0.94 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   2  10   1.9e-38   1.2e-34  118.0  16.5    72   178   214   342   203   349 0.82 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   3  10   4.6e-17   2.8e-13   47.3   4.6   167   217   360   410   354   431 0.84 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   4  10   6.9e-16   4.2e-12   43.4   4.2   209   248   450   489   442   515 0.86 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   5  10  1.9e-246  1.1e-242  806.4 104.2   244   690   521   969   513   975 0.97 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   6  10   9.9e-07     0.006   13.1  15.4   678   793  1035  1157  1028  1163 0.64 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   7  10     3e-15   1.8e-11   41.3   3.9   711   756  1258  1303  1241  1326 0.83 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   8  10    0.0057        35    0.6   0.1   749   766  1335  1352  1319  1356 0.79 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5   9  10   3.4e-22   2.1e-18   64.3  11.6   748   817  1537  1606  1506  1627 0.83 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474767.1         -           1821 2424at5820           -            906         0 1386.0 241.5  10  10   1.2e-57   7.3e-54  181.6  10.1   806   906  1719  1819  1696  1819 0.95 | transcript=PVW1_100028100_t1 | gene=PVW1_100028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1112592-1118057(-) | protein_length=1821 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2424at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2424at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2424at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:58 2026
# [ok]
