#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478755.1         -            608 5653at5820           -            431  8.5e-227  751.8  55.1   1   4   7.5e-26   4.1e-23   80.7   2.2     1    66     5    77     5    80 0.92 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478755.1         -            608 5653at5820           -            431  8.5e-227  751.8  55.1   2   4   1.5e-47   8.1e-45  152.2   7.7    62   157   180   275   163   282 0.93 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478755.1         -            608 5653at5820           -            431  8.5e-227  751.8  55.1   3   4  2.5e-135  1.4e-132  441.4   9.6   152   378   294   522   280   538 0.97 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478755.1         -            608 5653at5820           -            431  8.5e-227  751.8  55.1   4   4   1.7e-30   9.2e-28   96.0  12.0   371   431   547   608   540   608 0.92 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474765.1         -            284 5653at5820           -            431   7.3e-10   37.0   1.5   1   1   2.4e-12   1.3e-09   36.1   1.5   373   429   223   280   208   282 0.90 | transcript=PVW1_100028000_t1 | gene=PVW1_100028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | location=CAJZCX010000005:1109632-1110967(+) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481623.1         -            272 5653at5820           -            431   2.9e-08   31.8   1.7   1   1   7.2e-11     4e-08   31.3   1.7   365   427   198   261   146   264 0.78 | transcript=PVW1_060019700_t1 | gene=PVW1_060019700 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE8] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE8] | location=CAJZCX010000012:634555-635373(-) | protein_length=272 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479179.1         -           1201 5653at5820           -            431   9.8e-06   23.4   5.0   1   1     3e-08   1.7e-05   22.7   5.0   374   429  1142  1198  1117  1200 0.81 | transcript=PVW1_080031100_t1 | gene=PVW1_080031100 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | location=CAJZCX010000009:1193301-1196906(+) | protein_length=1201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 5653at5820           -            431   5.7e-05   20.9   1.9   1   1   1.6e-07   8.8e-05   20.3   1.9   385   428   711   756   686   758 0.73 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478669.1         -           1166 5653at5820           -            431   0.00021   19.0   0.3   1   1   5.6e-07   0.00031   18.5   0.3   375   429   350   409   308   411 0.77 | transcript=PVW1_080009300_t1 | gene=PVW1_080009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:250338-253838(-) | protein_length=1166 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476266.1         -            695 5653at5820           -            431   0.00097   16.8   8.6   1   1   3.3e-06    0.0018   15.9   8.6   383   427   643   690   607   693 0.71 | transcript=PVW1_130049700_t1 | gene=PVW1_130049700 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJI6] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJI6] | location=CAJZCX010000006:1982006-1984093(+) | protein_length=695 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477857.1         -             89 5653at5820           -            431    0.0046   14.6   9.3   1   1   9.1e-06     0.005   14.5   9.3   379   428    30    80     7    82 0.77 | transcript=PVW1_110030600_t1 | gene=PVW1_110030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Anaphase-promoting complex subunit 11 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZW0] | transcript_product=Anaphase-promoting complex subunit 11 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZW0] | location=CAJZCX010000008:1124830-1125099(-) | protein_length=89 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
