#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   1  16   2.8e-22   8.4e-19   65.2   0.2    13   125    34   184     9   189 0.79 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   2  16    0.0078        24    0.7   0.0   131   149   238   256   229   261 0.82 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   3  16   7.7e-21   2.3e-17   60.4   0.0   147   206   307   367   301   369 0.94 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   4  16   2.5e-26   7.5e-23   78.6   0.5   212   278   448   514   435   523 0.91 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   5  16   3.9e-23   1.2e-19   68.0   0.0   280   328   545   593   542   596 0.95 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   6  16   5.4e-20   1.6e-16   57.6   0.0   329   386   650   717   644   726 0.82 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   7  16   2.5e-38   7.5e-35  118.4   0.0   382   469   746   837   743   843 0.93 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   8  16   4.2e-40   1.3e-36  124.2   0.1   470   587   869  1006   861  1069 0.79 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2   9  16     0.031        94   -1.2   0.0   621   655  1122  1165  1117  1170 0.75 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  10  16   1.8e-07   0.00056   16.1   0.0   653   700  1194  1249  1184  1260 0.74 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  11  16   6.3e-21   1.9e-17   60.7   0.4   703   756  1288  1354  1281  1357 0.87 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  12  16   2.3e-22   6.9e-19   65.5   0.6   757   802  1395  1440  1393  1443 0.95 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  13  16  2.2e-147  6.6e-144  479.8   1.9   802  1114  1486  1826  1482  1833 0.91 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  14  16   3.6e-07    0.0011   15.1  10.6  1106  1146  1841  1882  1838  1887 0.89 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  15  16   3.9e-88   1.2e-84  283.4   0.3  1146  1308  1938  2101  1923  2106 0.95 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475759.1         -           2327 437at5820            -           1488         0 1832.2  70.2  16  16  2.4e-111  7.4e-108  360.3   4.6  1305  1488  2137  2327  2135  2327 0.96 | transcript=PVW1_130027100_t1 | gene=PVW1_130027100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:988177-995160(-) | protein_length=2327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
