#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   1  13   3.5e-89   7.1e-86  287.5  20.3     1   181     1   184     1   187 0.98 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   2  13   5.7e-91   1.2e-87  293.4  15.5   183   384   235   455   231   460 0.90 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   3  13   3.6e-23   7.3e-20   68.8   8.2   371   479   483   624   480   630 0.73 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   4  13   1.7e-05     0.034   10.3   0.1   475   504   683   712   645   735 0.80 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   5  13   3.3e-05     0.066    9.3   5.4   510   562   971  1026   947  1043 0.62 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   6  13   0.00017      0.35    6.9   1.4   437   576  1039  1186  1029  1192 0.61 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   7  13   6.8e-81   1.4e-77  260.0   4.2   568   736  1268  1443  1221  1447 0.86 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   8  13   2.1e-09   4.3e-06   23.2   0.0   733   759  1477  1503  1470  1506 0.90 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6   9  13   1.1e-40   2.3e-37  126.8   0.0   758   840  1594  1677  1551  1687 0.94 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6  10  13   6.9e-80   1.4e-76  256.7   6.5   830   987  1760  1930  1755  1938 0.89 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6  11  13   2.9e-55   5.8e-52  175.1  16.4   977  1093  1983  2110  1974  2116 0.93 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6  12  13   1.1e-11   2.2e-08   30.8   8.6  1089  1136  2262  2309  2235  2318 0.79 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476679.1         -           2409 565at5820            -           1203         0 1613.3 173.6  13  13   4.7e-36   9.5e-33  111.5  11.8  1119  1203  2319  2409  2314  2409 0.95 | transcript=PVW1_090017400_t1 | gene=PVW1_090017400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:602419-609648(+) | protein_length=2409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 565at5820            -           1203   1.2e-05   21.8   0.1   1   2      0.23   4.8e+02   -3.4   2.0   644   706     4    65     1   114 0.58 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 565at5820            -           1203   1.2e-05   21.8   0.1   2   2   5.8e-09   1.2e-05   21.8   0.1   777   855   223   299   212   313 0.83 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479267.1         -           1607 565at5820            -           1203   0.00024   17.4   0.2   1   2       1.8   3.7e+03   -6.4   4.6   438   463  1111  1136  1023  1148 0.67 | transcript=PVW1_080036700_t1 | gene=PVW1_080036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1393748-1399176(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479267.1         -           1607 565at5820            -           1203   0.00024   17.4   0.2   2   2   1.2e-07   0.00024   17.4   0.2   779   831  1426  1478  1415  1495 0.88 | transcript=PVW1_080036700_t1 | gene=PVW1_080036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1393748-1399176(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/565at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:45 2026
# [ok]
