#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   1   9         1   6.1e+03   -9.5   6.7    59    72     8    21     2    24 0.40 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   2   9   1.1e-14   6.5e-11   40.0  22.1     1    51    26    77    26    89 0.85 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   3   9  1.8e-124  1.1e-120  402.9 120.4    42   400    93   509    77   524 0.80 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   4   9         1   6.1e+03  -12.8  22.3   360   432   546   622   527   649 0.70 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   5   9         1   6.1e+03   -8.6  28.2   291   433   659   803   647   815 0.57 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   6   9   2.9e-08   0.00018   18.7  14.0   404   460   810   864   795   898 0.69 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   7   9      0.41   2.5e+03   -4.9  10.0    17   104   913  1008   896  1018 0.69 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   8   9   2.4e-16   1.5e-12   45.4   7.9   481   527  1017  1064  1005  1069 0.87 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480289.1         -           1331 3630at5820           -            756  4.5e-267  887.0 246.2   9   9  3.1e-136  1.9e-132  441.9  49.8   512   756  1074  1331  1067  1331 0.95 | transcript=PVW1_070008400_t1 | gene=PVW1_070008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:206824-210819(+) | protein_length=1331 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3630at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3630at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3630at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:41 2026
# [ok]
