#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473167.1         -           1395 1098at5820           -            989         0 1939.5 108.8   1   5     2e-47   8.2e-45  151.2   3.0     1    84     1    85     1    93 0.97 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 1098at5820           -            989         0 1939.5 108.8   2   5  1.6e-226  6.6e-224  744.0  38.0    81   455   172   571   163   575 0.96 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 1098at5820           -            989         0 1939.5 108.8   3   5  8.1e-100   3.3e-97  324.6  12.3   456   616   669   830   665   840 0.96 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 1098at5820           -            989         0 1939.5 108.8   4   5   1.1e-50   4.3e-48  162.1   6.6   612   712   935  1043   922  1049 0.90 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 1098at5820           -            989         0 1939.5 108.8   5   5  1.8e-177  7.3e-175  581.7  17.2   712   989  1101  1395  1098  1395 0.96 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473830.1         -            832 1098at5820           -            989   3.1e-88  294.9   0.2   1   3   5.9e-60   2.4e-57  192.7   0.0     8   377    15   376     6   386 0.87 | transcript=PVW1_120070700_t1 | gene=PVW1_120070700 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | location=CAJZCX010000004:2761777-2764275(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473830.1         -            832 1098at5820           -            989   3.1e-88  294.9   0.2   2   3   3.7e-12   1.5e-09   34.5   0.1   505   597   468   560   446   579 0.89 | transcript=PVW1_120070700_t1 | gene=PVW1_120070700 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | location=CAJZCX010000004:2761777-2764275(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473830.1         -            832 1098at5820           -            989   3.1e-88  294.9   0.2   3   3   3.9e-21   1.6e-18   64.2   0.0   776   944   636   808   629   829 0.87 | transcript=PVW1_120070700_t1 | gene=PVW1_120070700 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | location=CAJZCX010000004:2761777-2764275(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 1098at5820           -            989   3.8e-53  178.8  29.6   1   4   7.7e-05     0.031   10.2   0.0    10    36   181   207   172   219 0.83 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 1098at5820           -            989   3.8e-53  178.8  29.6   2   4   3.7e-26   1.5e-23   80.8  25.3    47   367   273   605   257   628 0.81 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 1098at5820           -            989   3.8e-53  178.8  29.6   3   4   5.9e-07   0.00024   17.3   0.1   509   600   804   895   798   924 0.82 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
