#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   1   7  4.9e-135  1.5e-131  438.6   8.6     1   252     1   268     1   280 0.94 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   2   7   9.9e-52     3e-48  163.0   0.0   249   345   297   394   293   399 0.96 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   3   7   7.7e-07    0.0023   14.4   0.0   343   366   433   456   431   464 0.90 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   4   7   2.8e-18   8.5e-15   52.3   0.1   367   412   487   533   484   544 0.87 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   5   7   1.9e-19   5.8e-16   56.2   0.0   407   455   633   681   629   683 0.95 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   6   7   4.7e-18   1.4e-14   51.5   0.2   461   511   718   775   700   778 0.87 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 2364at5820           -            889         0 1521.4  63.1   7   7    1e-230  3.1e-227  755.2  33.1   510   889   819  1217   813  1217 0.96 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473821.1         -           1004 2364at5820           -            889   2.9e-20   70.4  34.2   1   3   1.3e-15     4e-12   43.4  15.7     7   299    13   310     7   324 0.67 | transcript=PVW1_120069900_t1 | gene=PVW1_120069900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2722050-2725064(+) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473821.1         -           1004 2364at5820           -            889   2.9e-20   70.4  34.2   2   3    0.0011       3.5    4.0   3.0   505   610   665   774   619   816 0.67 | transcript=PVW1_120069900_t1 | gene=PVW1_120069900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2722050-2725064(+) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473821.1         -           1004 2364at5820           -            889   2.9e-20   70.4  34.2   3   3     1e-12   3.2e-09   33.9   0.9   657   751   882   976   869   980 0.94 | transcript=PVW1_120069900_t1 | gene=PVW1_120069900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2722050-2725064(+) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2364at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2364at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:17 2026
# [ok]
