#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   1  10   3.6e-79   2.7e-76  255.7   6.3     6   176    24   203    14   210 0.90 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   2  10   2.1e-07   0.00016   18.1   0.2   176   207   393   424   387   439 0.83 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   3  10   1.9e-32   1.4e-29  101.0   3.0   197   272   460   538   453   544 0.90 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   4  10   1.1e-49   8.6e-47  158.0  10.6   266   386   575   717   571   720 0.89 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   5  10   7.9e-64     6e-61  204.9  11.4   384   505   918  1044   914  1055 0.93 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   6  10   2.6e-48     2e-45  153.5   0.1   502   607  1117  1230  1106  1233 0.93 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   7  10   6.1e-24   4.6e-21   72.8   0.0   607   656  1453  1502  1449  1508 0.94 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   8  10   3.9e-13   2.9e-10   37.1   0.0   657   721  1529  1597  1525  1605 0.87 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4   9  10   2.1e-30   1.6e-27   94.2   0.1   705   782  1688  1770  1682  1773 0.90 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475779.1         -           2218 575at5820            -           1131         0 1642.7  88.4  10  10    5e-176  3.8e-173  576.5  11.1   783  1131  1850  2218  1840  2218 0.94 | transcript=PVW1_130028000_t1 | gene=PVW1_130028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1022418-1029863(-) | protein_length=2218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 575at5820            -           1131   4.9e-12   42.9  34.0   1   4   5.8e-14   4.4e-11   39.8  14.3   338   482   515   674   475   677 0.81 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 575at5820            -           1131   4.9e-12   42.9  34.0   2   4   3.2e-06    0.0025   14.1   0.2   529   563   702   736   687   806 0.89 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 575at5820            -           1131   4.9e-12   42.9  34.0   3   4     0.026        20    1.2   0.6   796   839  1016  1058   996  1112 0.68 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 575at5820            -           1131   4.9e-12   42.9  34.0   4   4     0.092        70   -0.6   0.8   999  1037  1411  1449  1397  1502 0.84 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474809.1         -            288 575at5820            -           1131     2e-09   34.3   6.0   1   2   6.9e-09   5.2e-06   23.0   4.4   365   466    49   151    37   180 0.83 | transcript=PVW1_100032000_t1 | gene=PVW1_100032000 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | location=CAJZCX010000005:1262528-1264777(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474809.1         -            288 575at5820            -           1131     2e-09   34.3   6.0   2   2   2.2e-05     0.016   11.4   0.0   531   564   193   228   159   265 0.81 | transcript=PVW1_100032000_t1 | gene=PVW1_100032000 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | location=CAJZCX010000005:1262528-1264777(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482387.1         -            526 575at5820            -           1131   1.4e-07   28.2   8.7   1   1     1e-08   7.7e-06   22.4   8.7   379   544   121   263    85   329 0.69 | transcript=PVW1_040013600_t1 | gene=PVW1_040013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | transcript_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | location=CAJZCX010000013:399682-401946(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472354.1         -            982 575at5820            -           1131   1.7e-06   24.6   6.3   1   1   8.9e-09   6.8e-06   22.6   6.3   360   480    45   175     9   279 0.64 | transcript=PVW1_140052800_t1 | gene=PVW1_140052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2070140-2073307(+) | protein_length=982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
