#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   1   6  3.2e-269  1.1e-266  886.5   6.3     2   390    52   440    51   455 0.99 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   2   6         0         0 2293.7  12.2   376  1394   463  1568   455  1582 0.98 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   3   6   7.9e-08   2.7e-05   19.4   9.4  1367  1443  1575  1659  1565  1662 0.64 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   4   6         0         0 1036.2   8.5  1430  1934  1757  2276  1727  2293 0.91 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   5   6  2.9e-277  9.8e-275  913.2   0.3  1923  2333  2430  2841  2415  2865 0.97 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 142at5820            -           2479         0 5356.4 107.9   6   6   8.8e-79     3e-76  254.8   2.0  2337  2479  2938  3084  2927  3084 0.94 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472683.1         -            307 142at5820            -           2479   3.4e-05   19.1   8.5   1   1   1.2e-07   4.1e-05   18.8   8.5  1381  1484    91   192    37   204 0.60 | transcript=PVW1_140078600_t1 | gene=PVW1_140078600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:3164519-3165578(-) | protein_length=307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475973.1         -            490 142at5820            -           2479   0.00019   16.6  32.3   1   2   5.7e-07   0.00019   16.6  32.3  1375  1484    79   181    69   221 0.47 | transcript=PVW1_130035700_t1 | gene=PVW1_130035700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1318457-1319929(-) | protein_length=490 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475973.1         -            490 142at5820            -           2479   0.00019   16.6  32.3   2   2       4.2   1.4e+03   -6.2   6.5  1395  1418   389   412   299   447 0.53 | transcript=PVW1_130035700_t1 | gene=PVW1_130035700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1318457-1319929(-) | protein_length=490 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 142at5820            -           2479    0.0023   13.0   7.3   1   1   8.2e-06    0.0028   12.7   7.3  1384  1448   112   173    70   199 0.57 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 142at5820            -           2479    0.0025   12.9  15.9   1   1     1e-05    0.0034   12.4  15.9  1386  1514    33   172    18   183 0.52 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
