#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   1  12  5.4e-142  3.3e-138  460.7  15.5     1   241     1   245     1   250 0.96 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   2  12   3.2e-42   1.9e-38  130.3   4.4   229   317   278   374   275   382 0.90 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   3  12   3.6e-10   2.2e-06   24.2   7.4   294   350   403   457   400   461 0.81 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   4  12   1.4e-05     0.088    8.9   0.0   348   381   519   558   514   588 0.78 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   5  12   9.4e-19   5.7e-15   52.6   0.7   379   430   609   663   596   667 0.88 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   6  12   5.8e-24   3.6e-20   69.8   7.5   424   471   713   760   704   777 0.90 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   7  12   5.1e-30   3.1e-26   89.9   1.1   470   529   812   871   808   874 0.96 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   8  12   6.1e-74   3.7e-70  235.3  17.6   522   647  1098  1223  1090  1267 0.86 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7   9  12   0.00034       2.1    4.4   0.7   633   661  1261  1287  1235  1299 0.70 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7  10  12  1.8e-114  1.1e-110  369.6   6.4   675   888  1398  1628  1384  1636 0.93 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475813.1         -           2121 1013at5820           -           1120         0 1722.4 160.7  11  12   4.9e-63     3e-59  199.2  25.9   882  1039  1814  1994  1801  2021 0.85 | transcript=PVW1_130029600_t1 | gene=PVW1_130029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1097734-1104330(-) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
