#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   1   8   5.3e-50   1.6e-46  157.3   8.1     2   124    34   170    33   178 0.90 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   2   8     1e-18   3.1e-15   54.0   0.0   124   165   203   244   199   251 0.94 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   3   8   1.9e-15   5.9e-12   43.1   0.5   164   215   274   334   266   339 0.85 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   4   8   4.5e-47   1.4e-43  147.6   9.6   209   299   463   553   446   556 0.92 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   5   8     2e-54   6.1e-51  171.9   2.5   300   401   587   695   584   699 0.93 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   6   8   8.9e-47   2.7e-43  146.7   2.8   398   482   836   920   819   927 0.92 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   7   8   6.8e-52   2.1e-48  163.6   0.0   481   583   948  1053   944  1056 0.95 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   8   8     4e-27   1.2e-23   81.8   0.0   574   634  1082  1141  1078  1142 0.93 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484280.1         -            913 3333at5820           -            635   8.5e-18   62.4  22.0   1   5   0.00033      0.99    6.0   0.0    25    48    75    98    58   106 0.85 | transcript=PVW1_020023400_t1 | gene=PVW1_020023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:820365-823106(+) | protein_length=913 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484280.1         -            913 3333at5820           -            635   8.5e-18   62.4  22.0   2   5   9.4e-20   2.9e-16   57.4  11.6   233   384   162   331   154   364 0.75 | transcript=PVW1_020023400_t1 | gene=PVW1_020023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:820365-823106(+) | protein_length=913 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484280.1         -            913 3333at5820           -            635   8.5e-18   62.4  22.0   3   5    0.0021       6.3    3.4   0.0   448   484   513   549   496   570 0.81 | transcript=PVW1_020023400_t1 | gene=PVW1_020023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:820365-823106(+) | protein_length=913 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
