#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   1  14   6.3e-43   3.8e-39  132.4   1.0     1    85     1    87     1    95 0.94 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   2  14   2.3e-87   1.4e-83  279.8  18.2    83   257   129   328   125   333 0.93 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   3  14   8.4e-51   5.1e-47  158.5  14.5   256   422   359   576   349   585 0.80 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   4  14   8.9e-25   5.4e-21   72.2   1.0   427   496   621   702   611   706 0.82 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   5  14   1.4e-91   8.7e-88  293.7  26.2   495   701   730   943   728   948 0.96 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   6  14   2.3e-32   1.4e-28   97.4  12.4   702   819   982  1126   980  1152 0.80 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   7  14   5.3e-34   3.2e-30  102.8   5.0   830   933  1216  1336  1200  1344 0.78 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   8  14   1.2e-69   7.2e-66  221.0   9.8   919  1078  1382  1561  1378  1584 0.87 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4   9  14   4.8e-44   2.9e-40  136.1   2.8  1089  1187  1625  1727  1622  1731 0.93 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4  10  14   2.9e-61   1.8e-57  193.2  16.4  1186  1296  1799  1909  1796  1914 0.98 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4  11  14  1.9e-114  1.1e-110  369.6  44.5  1291  1564  1940  2262  1934  2283 0.90 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4  12  14     1e-05     0.061    9.0   0.0  1562  1586  2315  2339  2310  2345 0.92 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4  13  14  8.7e-145  5.3e-141  470.2  23.7  1587  1903  2412  2763  2401  2766 0.91 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477668.1         -           3008 225at5820            -           2082         0 2817.3 288.4  14  14  2.6e-108  1.6e-104  349.3  16.6  1902  2082  2819  3005  2813  3005 0.97 | transcript=PVW1_110018400_t1 | gene=PVW1_110018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:580399-589425(+) | protein_length=3008 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/225at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/225at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/225at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
