#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   1   7   5.1e-98   6.2e-95  317.6  12.6     1   214     1   218     1   231 0.85 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   2   7   1.3e-39   1.6e-36  124.3  18.6   202   330   286   439   236   449 0.80 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   3   7   1.1e-06    0.0014   15.3   5.1   322   366   477   523   464   527 0.81 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   4   7   4.2e-13   5.1e-10   36.6   3.8   420   490   648   717   592   772 0.76 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   5   7   9.6e-06     0.012   12.2   6.6   499   578   869   959   848   963 0.67 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   6   7   2.2e-49   2.7e-46  156.6  11.0   530   663   940  1076   936  1085 0.70 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473867.1         -           1372 2267at5820           -            910         0 1183.4  98.8   7   7  3.8e-167  4.7e-164  546.3   3.1   656   908  1119  1372  1100  1372 0.94 | transcript=PVW1_120072400_t1 | gene=PVW1_120072400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2837133-2841448(+) | protein_length=1372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472151.1         -            316 2267at5820           -            910      0.65    6.4  35.2   1   1   0.00066       0.8    6.2  35.2   382   567    81   252    42   274 0.46 | transcript=PVW1_140033300_t1 | gene=PVW1_140033300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1213167-1214612(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474932.1         -            155 2267at5820           -            910       1.1    5.7  26.4   1   1   0.00099       1.2    5.6  26.4   488   582    48   135    23   143 0.47 | transcript=PVW1_100041400_t1 | gene=PVW1_100041400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1681178-1681961(-) | protein_length=155 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479965.1         -            298 2267at5820           -            910       7.8    2.9  60.7   1   1    0.0071       8.6    2.7  60.7   430   584   142   294    81   298 0.41 | transcript=PVW1_050034200_t1 | gene=PVW1_050034200 | organism=Plasmodium_vivax_PvW1 | gene_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | transcript_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | location=CAJZCX010000010:1227612-1228881(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484892.1         -            283 2267at5820           -            910       9.9    2.5  41.0   1   1     0.011        14    2.1  41.0   411   568    61   223    42   231 0.52 | transcript=PVW1_010015200_t1 | gene=PVW1_010015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:496374-497225(-) | protein_length=283 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2267at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2267at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2267at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:02 2026
# [ok]
