#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   1  30   2.1e-21   1.3e-17   60.3   0.0     1    60    13    84    13    99 0.86 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   2  30   8.4e-18   5.1e-14   48.4   0.0    61   107   124   170   122   178 0.87 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   3  30   1.1e-28   6.7e-25   84.5   0.0   102   172   200   270   193   284 0.91 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   4  30   2.3e-66   1.4e-62  209.5   1.8   174   299   372   500   361   509 0.93 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   5  30   3.5e-45   2.1e-41  139.2   0.1   301   383   529   611   517   617 0.95 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   6  30   1.7e-38     1e-34  117.0   0.0   387   484   691   811   686   816 0.79 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   7  30  1.1e-105  6.4e-102  340.0   0.1   483   719   909  1185   906  1189 0.90 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   8  30   1.8e-21   1.1e-17   60.5   0.1   735   799  1257  1321  1230  1323 0.87 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3   9  30   3.5e-25   2.1e-21   72.9   0.2   795   886  1362  1482  1359  1487 0.78 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3  10  30     3e-33   1.8e-29   99.6   0.1   901   991  1549  1660  1545  1665 0.81 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485067.1         -           5136 123at5820            -           2857         0 3671.4 184.3  11  30   4.1e-37   2.5e-33  112.5   3.1   990  1104  1690  1830  1684  1836 0.74 | transcript=PVW1_010020400_t1 | gene=PVW1_010020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:687645-703200(-) | protein_length=5136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
