#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   1  10     3e-12     6e-09   33.0   2.4     1    38     1    39     1    58 0.82 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   2  10   1.2e-49   2.4e-46  156.8   9.2    44   133   136   225   129   229 0.96 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   3  10   7.6e-64   1.5e-60  203.8  11.9   132   264   249   389   245   410 0.92 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   4  10   4.6e-14   9.4e-11   38.9   0.1   275   308   558   591   517   608 0.84 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   5  10   1.6e-54   3.2e-51  172.9   0.1   308   484   629   871   626   887 0.78 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   6  10      0.17   3.5e+02   -2.7   2.6   498   514   970   986   937   988 0.79 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   7  10   1.6e-17   3.3e-14   50.4   6.5   514   590  1030  1127  1007  1147 0.73 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   8  10   4.1e-34   8.4e-31  105.3   3.4   587   662  1160  1235  1141  1240 0.93 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9   9  10   1.3e-95   2.6e-92  309.0  18.0   660   821  1313  1473  1299  1477 0.97 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473128.1         -           1794 1177at5820           -           1061         0 1501.7 134.9  10  10  1.1e-146  2.2e-143  478.1  18.0   816  1060  1545  1791  1541  1792 0.98 | transcript=PVW1_120017500_t1 | gene=PVW1_120017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:584812-590196(-) | protein_length=1794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473707.1         -            785 1177at5820           -           1061   1.4e-15   55.0  36.1   1   2   1.4e-06    0.0028   14.2   0.9   609   677    51   132    43   150 0.65 | transcript=PVW1_120062600_t1 | gene=PVW1_120062600 | organism=Plasmodium_vivax_PvW1 | gene_product=G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ8] | transcript_product=G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ8] | location=CAJZCX010000004:2411044-2413401(-) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
