#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   1   6   2.1e-08   2.6e-05   21.2   3.1     1    78     1    82     1   135 0.72 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   2   6   8.7e-84   1.1e-80  270.5  20.2    65   220   413   589   396   596 0.88 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   3   6   7.3e-11   8.9e-08   29.4  34.4   216   409   639   844   634   846 0.63 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   4   6         5   6.1e+03  -22.1  70.5   267   317   830   880   816   913 0.50 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   5   6   2.2e-21   2.6e-18   64.2  26.4   278   376   945  1046   892  1080 0.61 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   6   6  6.7e-251  8.1e-248  823.2  68.7   262   781  1054  1598  1038  1598 0.84 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 1668at5820           -            781   7.4e-08   29.6  28.6   1   5   5.9e-05     0.072    9.8   0.1   407   454   305   352   217   369 0.60 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 1668at5820           -            781   7.4e-08   29.6  28.6   2   5   6.8e-05     0.082    9.6   0.4   541   629   409   512   353   519 0.63 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 1668at5820           -            781   7.4e-08   29.6  28.6   3   5      0.18   2.2e+02   -1.7   3.5   228   257   614   645   550   710 0.57 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 1668at5820           -            781   7.4e-08   29.6  28.6   4   5       1.4   1.7e+03   -4.6   0.8   288   332   791   835   736   845 0.49 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 1668at5820           -            781   7.4e-08   29.6  28.6   5   5   1.3e-10   1.6e-07   28.5   1.6   652   780  1174  1309  1155  1310 0.77 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
