#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   1   9   2.7e-35   1.8e-32  110.1  10.2     1    75   116   193   116   204 0.92 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   2   9   8.4e-07   0.00057   15.7   0.8    75   116   235   289   215   293 0.73 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   3   9   2.9e-44     2e-41  139.9   8.7   115   210   407   507   392   509 0.93 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   4   9   7.9e-55   5.4e-52  174.9  17.5   210   351   601   768   595   778 0.87 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   5   9   3.1e-62   2.1e-59  199.4  13.5   346   524   852  1084   835  1096 0.78 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   6   9   3.1e-50   2.1e-47  159.6   5.8   538   643  1180  1290  1175  1296 0.93 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   7   9   3.8e-36   2.6e-33  112.9   4.2   642   718  1351  1427  1339  1434 0.94 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   8   9  4.2e-283  2.8e-280  931.6 104.3   717  1231  1559  2104  1556  2125 0.94 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472271.1         -           2755 377at5820            -           1679         0 2628.0 263.2   9   9  9.4e-251  6.3e-248  824.4  35.7  1222  1679  2239  2753  2236  2753 0.91 | transcript=PVW1_140044900_t1 | gene=PVW1_140044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1701072-1709963(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 377at5820            -           1679   7.6e-22   74.9  19.4   1   3   1.5e-07    0.0001   18.2   1.4  1267  1318   133   188    71   215 0.66 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 377at5820            -           1679   7.6e-22   74.9  19.4   2   3   2.9e-11   1.9e-08   30.5   0.2  1286  1355   213   281   197   283 0.84 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 377at5820            -           1679   7.6e-22   74.9  19.4   3   3     1e-14     7e-12   41.9   8.5  1286  1433   267   420   264   445 0.83 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477701.1         -            479 377at5820            -           1679   2.2e-19   66.8  22.1   1   5   1.9e-05     0.013   11.2   0.3  1282  1323    67   106    29   115 0.80 | transcript=PVW1_110020800_t1 | gene=PVW1_110020800 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | location=CAJZCX010000008:686394-687833(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477701.1         -            479 377at5820            -           1679   2.2e-19   66.8  22.1   2   5   9.5e-08   6.4e-05   18.8   0.7  1284  1338   118   178   114   193 0.80 | transcript=PVW1_110020800_t1 | gene=PVW1_110020800 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | location=CAJZCX010000008:686394-687833(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
