#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471938.1         -           1071 2273at5820           -            873         0 1675.6  31.9   1   2    5e-180  2.5e-177  590.2   0.0     1   330     7   393     7   400 0.98 | transcript=PVW1_140019600_t1 | gene=PVW1_140019600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:646499-649714(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471938.1         -           1071 2273at5820           -            873         0 1675.6  31.9   2   2         0         0 1078.9  29.1   324   873   452  1071   440  1071 0.92 | transcript=PVW1_140019600_t1 | gene=PVW1_140019600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:646499-649714(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479673.1         -           1162 2273at5820           -            873   4.1e-30  103.2   3.2   1   2   3.6e-28   1.8e-25   87.8   0.2   118   257   572   711   531   732 0.79 | transcript=PVW1_050012200_t1 | gene=PVW1_050012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | location=CAJZCX010000010:349555-353043(-) | protein_length=1162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479673.1         -           1162 2273at5820           -            873   4.1e-30  103.2   3.2   2   2   2.4e-06    0.0012   15.6   0.3   333   459   746   875   720   884 0.81 | transcript=PVW1_050012200_t1 | gene=PVW1_050012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | location=CAJZCX010000010:349555-353043(-) | protein_length=1162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474934.1         -           1380 2273at5820           -            873   2.4e-22   77.5   2.5   1   3   1.7e-24   8.8e-22   75.6   0.3   135   255   770   892   751   914 0.88 | transcript=PVW1_100041600_t1 | gene=PVW1_100041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1690403-1694545(+) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474934.1         -           1380 2273at5820           -            873   2.4e-22   77.5   2.5   2   3      0.33   1.7e+02   -1.4   0.0   376   402   997  1023   976  1080 0.72 | transcript=PVW1_100041600_t1 | gene=PVW1_100041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1690403-1694545(+) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474934.1         -           1380 2273at5820           -            873   2.4e-22   77.5   2.5   3   3      0.12        60    0.1   0.0   766   799  1196  1229  1186  1279 0.81 | transcript=PVW1_100041600_t1 | gene=PVW1_100041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1690403-1694545(+) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478154.1         -            996 2273at5820           -            873   2.3e-16   57.7   1.6   1   3      0.42   2.1e+02   -1.8   3.7   525   590   204   273   202   354 0.65 | transcript=PVW1_110047900_t1 | gene=PVW1_110047900 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | location=CAJZCX010000008:1808367-1811357(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478154.1         -            996 2273at5820           -            873   2.3e-16   57.7   1.6   2   3     3e-17   1.5e-14   51.7   0.2   138   255   407   542   380   672 0.76 | transcript=PVW1_110047900_t1 | gene=PVW1_110047900 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | location=CAJZCX010000008:1808367-1811357(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478154.1         -            996 2273at5820           -            873   2.3e-16   57.7   1.6   3   3   5.3e-06    0.0027   14.5   0.1   778   851   780   856   769   860 0.91 | transcript=PVW1_110047900_t1 | gene=PVW1_110047900 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV2] | location=CAJZCX010000008:1808367-1811357(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478250.1         -            917 2273at5820           -            873   8.6e-08   29.3   7.2   1   1   3.8e-10   1.9e-07   28.2   7.2    96   343    77   340    37   363 0.68 | transcript=PVW1_110052400_t1 | gene=PVW1_110052400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:2007264-2010508(+) | protein_length=917 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
