#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   1   9   3.9e-45   4.7e-42  142.6   4.9     1    96    24   130    24   135 0.93 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   2   9   9.4e-58   1.1e-54  184.3   1.4    97   211   156   282   152   288 0.89 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   3   9   2.3e-38   2.8e-35  120.2   0.3   210   296   325   418   315   423 0.90 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   4   9   1.3e-55   1.6e-52  177.2   5.3   289   421   505   669   495   671 0.82 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   5   9   4.6e-71   5.6e-68  228.4  11.6   431   582   729   904   722   905 0.89 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   6   9     4e-59   4.9e-56  188.9   9.1   581   690   960  1079   957  1089 0.91 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   7   9     1e-74   1.3e-71  240.5   3.1   692   845  1163  1323  1156  1332 0.94 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   8   9   1.4e-55   1.7e-52  177.1   1.2   847   976  1403  1560  1398  1565 0.87 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474813.1         -           1619 1487at5820           -            996         0 1432.2  89.7   9   9   3.1e-05     0.038   10.5   0.0   976   996  1596  1616  1590  1616 0.92 | transcript=PVW1_100032400_t1 | gene=PVW1_100032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1273355-1278214(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 1487at5820           -            996   1.4e-07   28.4   6.4   1   3   4.9e-10   5.9e-07   26.4   3.6   141   296    40   189    26   196 0.81 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 1487at5820           -            996   1.4e-07   28.4   6.4   2   3     0.055        67   -0.3   0.0   910   945   199   234   167   255 0.83 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
