#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   1   8   3.1e-35   2.7e-32  110.4   0.5     1    74    71   144    71   150 0.98 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   2   8   1.9e-29   1.6e-26   91.2   0.0    71   135   182   246   175   252 0.93 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   3   8   1.3e-08   1.1e-05   22.3   0.0   134   164   268   298   264   306 0.90 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   4   8   1.1e-87     1e-84  283.7  13.6   164   332   339   508   336   511 0.98 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   5   8   2.7e-45   2.3e-42  143.6   1.1   332   433   544   658   540   664 0.89 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   6   8   9.4e-57   8.1e-54  181.5   3.0   446   574   727   875   722   879 0.87 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   7   8     2e-41   1.7e-38  130.9   2.1   580   706   927  1093   921  1098 0.81 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   8   8   1.1e-09   9.5e-07   25.9   0.0   706   742  1153  1196  1150  1197 0.91 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3276at5820           -            743   9.1e-13   45.8  46.7   1   4   8.6e-07   0.00075   16.3   5.3   173   269   113   205   101   218 0.53 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3276at5820           -            743   9.1e-13   45.8  46.7   2   4    0.0017       1.5    5.4   0.2   455   496   191   232   185   232 0.77 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3276at5820           -            743   9.1e-13   45.8  46.7   3   4   9.7e-07   0.00085   16.1  13.2   336   480   224   375   219   384 0.77 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 3276at5820           -            743   9.1e-13   45.8  46.7   4   4   9.5e-09   8.3e-06   22.8  13.2   166   279   379   489   370   506 0.89 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 3276at5820           -            743     1e-12   45.6  19.2   1   2   1.1e-07    0.0001   19.2   0.2    20   110   174   255   163   266 0.80 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 3276at5820           -            743     1e-12   45.6  19.2   2   2     2e-06    0.0017   15.1   7.5   337   509   337   506   336   533 0.82 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475572.1         -            857 3276at5820           -            743   2.9e-07   27.6   5.9   1   5      0.59   5.1e+02   -3.0   0.1   449   480   200   231   198   246 0.71 | transcript=PVW1_130019700_t1 | gene=PVW1_130019700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:658643-661372(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475572.1         -            857 3276at5820           -            743   2.9e-07   27.6   5.9   2   5     0.018        16    2.0   2.7   334   392   277   340   268   359 0.79 | transcript=PVW1_130019700_t1 | gene=PVW1_130019700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:658643-661372(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475572.1         -            857 3276at5820           -            743   2.9e-07   27.6   5.9   3   5      0.75   6.5e+02   -3.3   4.3    60   120   569   631   518   652 0.49 | transcript=PVW1_130019700_t1 | gene=PVW1_130019700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:658643-661372(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475572.1         -            857 3276at5820           -            743   2.9e-07   27.6   5.9   4   5      0.28   2.5e+02   -1.9   5.2   313   388   639   716   633   738 0.75 | transcript=PVW1_130019700_t1 | gene=PVW1_130019700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:658643-661372(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475572.1         -            857 3276at5820           -            743   2.9e-07   27.6   5.9   5   5   3.4e-10   2.9e-07   27.6   5.9   342   409   774   841   752   847 0.91 | transcript=PVW1_130019700_t1 | gene=PVW1_130019700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:658643-661372(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3276at5820           -            743   0.00018   18.4   2.5   1   4   2.1e-07   0.00018   18.4   2.5   331   408    70   148    60   190 0.87 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3276at5820           -            743   0.00018   18.4   2.5   2   4      0.01         9    2.8   0.1   166   193   386   413   379   434 0.74 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3276at5820           -            743   0.00018   18.4   2.5   3   4     0.064        55    0.2   0.0   452   500   432   480   417   488 0.79 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3276at5820           -            743   0.00018   18.4   2.5   4   4    0.0097       8.5    2.9   3.9   441   530   526   616   523   633 0.85 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3276at5820           -            743    0.0041   13.9   4.4   1   4      0.15   1.3e+02   -1.0   0.2   471   525    89   145    82   160 0.79 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3276at5820           -            743    0.0041   13.9   4.4   2   4      0.08        69   -0.1   0.0    79   114   145   180   124   184 0.83 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3276at5820           -            743    0.0041   13.9   4.4   3   4   0.00025      0.22    8.2   0.0   344   392   267   316   248   325 0.86 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3276at5820           -            743    0.0041   13.9   4.4   4   4    0.0034         3    4.4   0.2   206   286   444   524   430   531 0.82 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481258.1         -            946 3276at5820           -            743     0.013   12.2   2.1   1   3   0.00076      0.66    6.6   0.0    34    63    87   117    71   143 0.75 | transcript=PVW1_060009300_t1 | gene=PVW1_060009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:180695-183820(-) | protein_length=946 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
