#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   1  13  2.4e-133  2.4e-130  434.4   7.7     1   231     1   243     1   246 0.96 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   2  13  1.1e-159  1.1e-156  521.6   4.1   231   472   345   586   340   599 0.98 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   3  13   2.4e-10   2.4e-07   27.2   0.2   489   520   654   685   648   690 0.87 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   4  13       0.3     3e+02   -2.9  10.3   522   553   856   887   850   907 0.71 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   5  13   0.00043      0.44    6.5   9.5   532   567  1010  1045   997  1049 0.79 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   6  13     0.047        47   -0.2   0.0   559   589  1097  1127  1088  1140 0.82 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   7  13   2.6e-10   2.7e-07   27.1   0.0   608   637  1348  1377  1305  1387 0.83 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   8  13   7.7e-62   7.8e-59  197.7   3.5   648   781  1531  1677  1516  1686 0.89 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   9  13    0.0095       9.6    2.1   0.0   799   822  1777  1800  1740  1817 0.76 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7  10  13   6.8e-09   6.9e-06   22.4   0.0   822   873  1887  1941  1882  1966 0.82 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7  11  13     0.038        38    0.1   3.0   869   912  2043  2086  2029  2106 0.73 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
