#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   1  17   9.3e-15   2.8e-11   39.9   0.7    16    65   128   177   125   180 0.91 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   2  17   1.5e-24   4.7e-21   72.4   6.1    62   118   222   279   213   285 0.88 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   3  17   3.5e-32   1.1e-28   97.7   0.2   138   261   661   825   646   833 0.75 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   4  17   1.1e-20   3.4e-17   59.6   0.0   275   338   950  1013   913  1021 0.82 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   5  17   2.3e-54   6.9e-51  171.2   0.2   334   436  1073  1175  1048  1186 0.92 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   6  17   1.8e-69   5.6e-66  221.3   0.1   468   593  1341  1466  1279  1473 0.81 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   7  17   9.2e-15   2.8e-11   40.0   0.0   594   637  1494  1539  1489  1542 0.91 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   8  17  5.2e-142  1.6e-138  461.7  17.7   636   872  1619  1856  1608  1869 0.95 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2   9  17   1.7e-13   5.3e-10   35.7   5.0   868   932  2061  2125  2051  2148 0.71 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2  10  17   1.7e-16   5.3e-13   45.7   1.3   928   983  2180  2236  2139  2266 0.80 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 445at5820            -           1541         0 1918.1 135.2  11  17   2.3e-44   6.9e-41  138.1   0.2   988  1095  2311  2418  2287  2421 0.92 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
