#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477055.1         -            562 6016at5820           -            461  1.1e-230  764.4  31.0   1   3   7.3e-05      0.22    8.4   0.1     1    21     1    21     1    36 0.86 | transcript=PVW1_090038700_t1 | gene=PVW1_090038700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1466937-1468625(+) | protein_length=562 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477055.1         -            562 6016at5820           -            461  1.1e-230  764.4  31.0   2   3  2.2e-205  6.7e-202  669.5  20.5    19   403    45   472    38   476 0.93 | transcript=PVW1_090038700_t1 | gene=PVW1_090038700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1466937-1468625(+) | protein_length=562 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477055.1         -            562 6016at5820           -            461  1.1e-230  764.4  31.0   3   3   2.1e-29   6.4e-26   89.3   0.6   409   461   506   562   498   562 0.87 | transcript=PVW1_090038700_t1 | gene=PVW1_090038700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1466937-1468625(+) | protein_length=562 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   1   7   0.00022      0.65    6.9   0.0     7    42     6    39     1   117 0.88 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   2   7     1e-06    0.0031   14.5   1.2   139   228   250   342   217   358 0.76 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   3   7   0.00033         1    6.3   0.0   306   335   400   429   370   440 0.90 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   4   7     0.017        51    0.6   0.0    22    41   590   609   581   645 0.81 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   5   7      0.03        91   -0.2   0.0    34    78   626   675   605   703 0.75 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   6   7   2.6e-07    0.0008   16.5   2.2   141   229   835   928   807   943 0.78 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477284.1         -           1944 6016at5820           -            461   1.4e-13   48.6  22.3   7   7   1.3e-05      0.04   10.9   0.1   295   356   974  1037   952  1049 0.73 | transcript=PVW1_090052900_t1 | gene=PVW1_090052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2128960-2135560(+) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6016at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6016at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6016at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:39 2026
# [ok]
