#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473395.1         -           1127 1687at5820           -            883         0 1498.5 100.3   1   3   1.8e-44   3.7e-41  139.6   6.6     2   123    10   150     6   153 0.83 | transcript=PVW1_120037900_t1 | gene=PVW1_120037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1376051-1381344(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473395.1         -           1127 1687at5820           -            883         0 1498.5 100.3   2   3  2.9e-242  5.9e-239  794.1  39.4   125   556   242   707   229   712 0.95 | transcript=PVW1_120037900_t1 | gene=PVW1_120037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1376051-1381344(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473395.1         -           1127 1687at5820           -            883         0 1498.5 100.3   3   3  7.2e-176  1.4e-172  574.4  38.3   554   883   766  1121   758  1121 0.94 | transcript=PVW1_120037900_t1 | gene=PVW1_120037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1376051-1381344(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475851.1         -           1071 1687at5820           -            883   9.4e-42  141.6  14.0   1   3   6.2e-09   1.3e-05   22.0   0.5    71   224   123   249   120   254 0.81 | transcript=PVW1_130031200_t1 | gene=PVW1_130031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1151817-1155032(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475851.1         -           1071 1687at5820           -            883   9.4e-42  141.6  14.0   2   3   8.4e-18   1.7e-14   51.4   0.2   233   317   320   407   318   411 0.90 | transcript=PVW1_130031200_t1 | gene=PVW1_130031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1151817-1155032(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475851.1         -           1071 1687at5820           -            883   9.4e-42  141.6  14.0   3   3   1.6e-24   3.3e-21   73.6   2.4   345   485   501   641   484   705 0.81 | transcript=PVW1_130031200_t1 | gene=PVW1_130031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1151817-1155032(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   1   6    0.0083        17    1.8   0.8   121   155   367   403   265   414 0.77 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   2   6   4.8e-18   9.7e-15   52.2  18.0   232   482   604   856   522   952 0.82 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   3   6         3   6.1e+03   -7.2   3.9   576   639  1252  1317  1223  1330 0.58 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   4   6   6.9e-17   1.4e-13   48.4   7.5   124   362  1406  1646  1400  1680 0.71 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   5   6   1.6e-12   3.2e-09   33.9  12.6   388   593  1761  1969  1740  1992 0.75 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 1687at5820           -            883     1e-29  101.7  54.1   6   6      0.69   1.4e+03   -4.6   8.8    71   182  2220  2337  2165  2356 0.65 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1687at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1687at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1687at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:06 2026
# [ok]
