#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   1  12   2.5e-23   1.5e-19   68.1   0.4     1    72     1    82     1   137 0.68 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   2  12   6.5e-10     4e-06   23.7   0.5    77   128   152   209   134   217 0.81 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   3  12   5.7e-32   3.4e-28   96.7   6.1   159   256   335   440   307   450 0.81 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   4  12   6.6e-10     4e-06   23.7   0.0   260   289   474   503   465   513 0.91 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   5  12    0.0096        58   -0.0   0.0   309   335   686   712   670   717 0.85 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   6  12   1.4e-49   8.5e-46  155.0   0.0   330   437   757   867   748   869 0.93 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   7  12  4.2e-136  2.6e-132  441.5  26.7   454   699   964  1210   924  1221 0.95 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   8  12   2.7e-21   1.6e-17   61.4   0.0   698   749  1260  1312  1255  1319 0.91 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7   9  12   3.8e-83   2.3e-79  266.1   1.0   746   945  1336  1581  1332  1587 0.85 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7  10  12   5.4e-11   3.3e-07   27.3   0.0   944   978  1705  1739  1696  1747 0.89 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473449.1         -           1853 1462at5820           -           1037         0 1192.2  83.7  11  12   5.8e-09   3.5e-05   20.5   0.0   974  1006  1759  1791  1754  1795 0.91 | transcript=PVW1_120042400_t1 | gene=PVW1_120042400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1579101-1584662(+) | protein_length=1853 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
