#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482684.1         -            706 3809at5820           -            594         0 1075.4  31.4   1   2    4e-292  1.3e-289  960.2  17.8     7   510    22   557    15   577 0.93 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 3809at5820           -            594         0 1075.4  31.4   2   2   4.8e-38   1.5e-35  121.2   5.7   512   594   618   706   592   706 0.83 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 3809at5820           -            594   5.3e-74  248.2  25.8   1   3   9.9e-13   3.2e-10   37.6   4.0    23   178   283   454   274   462 0.74 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 3809at5820           -            594   5.3e-74  248.2  25.8   2   3   3.7e-63   1.2e-60  204.1   4.0   197   479   502   781   499   799 0.91 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 3809at5820           -            594   5.3e-74  248.2  25.8   3   3   9.4e-07    0.0003   17.9   2.4   517   592   965  1042   950  1044 0.76 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 3809at5820           -            594   1.5e-71  240.1  21.9   1   3   1.1e-12   3.6e-10   37.4   0.2    24   177   322   491   314   495 0.66 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 3809at5820           -            594   1.5e-71  240.1  21.9   2   3   1.5e-61   4.9e-59  198.8   6.0   202   479   540   812   520   840 0.90 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 3809at5820           -            594   1.5e-71  240.1  21.9   3   3   2.8e-05    0.0089   13.0   2.7   520   592  1024  1098  1014  1100 0.78 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 3809at5820           -            594   1.4e-70  236.9  20.6   1   2   1.2e-67   3.8e-65  219.0  13.5    23   480   323   815   306   841 0.80 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 3809at5820           -            594   1.4e-70  236.9  20.6   2   2   3.3e-07    0.0001   19.4   0.6   518   592   999  1075   971  1077 0.83 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 3809at5820           -            594   4.3e-70  235.3  24.5   1   3       1.4   4.4e+02   -2.5   0.0   334   387   221   274   209   288 0.69 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 3809at5820           -            594   4.3e-70  235.3  24.5   2   3   4.8e-71   1.5e-68  230.2  11.6    23   480   300   782   283   797 0.78 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 3809at5820           -            594   4.3e-70  235.3  24.5   3   3   7.3e-05     0.023   11.6   3.2   545   592  1020  1070   994  1072 0.73 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 3809at5820           -            594   5.7e-69  231.6  35.1   1   2   1.5e-66   4.9e-64  215.3  25.7    17   468   265   764   248   782 0.78 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 3809at5820           -            594   5.7e-69  231.6  35.1   2   2   0.00032       0.1    9.5   1.8   539   593  1003  1060   972  1061 0.82 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 3809at5820           -            594   5.9e-69  231.5  26.0   1   3   1.8e-12   5.9e-10   36.7   2.1    22   178   307   478   291   487 0.77 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 3809at5820           -            594   5.9e-69  231.5  26.0   2   3     8e-59   2.6e-56  189.8   7.7   204   489   529   809   521   832 0.88 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 3809at5820           -            594   5.9e-69  231.5  26.0   3   3   3.6e-06    0.0012   15.9   1.4   517   592   997  1074   981  1076 0.83 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 3809at5820           -            594   7.3e-69  231.3  27.2   1   3   2.3e-10   7.4e-08   29.8   4.9    23   177   290   460   274   463 0.75 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 3809at5820           -            594   7.3e-69  231.3  27.2   2   3     6e-61   1.9e-58  196.8   6.7   204   491   512   794   500   817 0.88 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 3809at5820           -            594   7.3e-69  231.3  27.2   3   3   4.7e-06    0.0015   15.6   0.8   512   592   962  1046   945  1048 0.71 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 3809at5820           -            594   2.7e-68  229.4   7.1   1   3   2.7e-12   8.8e-10   36.1   0.0    22   177   271   444   264   448 0.72 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 3809at5820           -            594   2.7e-68  229.4   7.1   2   3   1.7e-56   5.6e-54  182.1   3.8   188   474   482   765   466   780 0.89 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 3809at5820           -            594   2.7e-68  229.4   7.1   3   3   0.00016     0.051   10.5   0.0   516   592   934  1012   898  1014 0.79 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 3809at5820           -            594   1.3e-67  227.1  30.3   1   4       1.4   4.3e+02   -2.5   0.1   470   554   209   290   205   294 0.67 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 3809at5820           -            594   1.3e-67  227.1  30.3   2   4   1.4e-11   4.4e-09   33.8   2.3    23   177   328   498   312   503 0.77 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 3809at5820           -            594   1.3e-67  227.1  30.3   3   4   3.7e-61   1.2e-58  197.5   9.6   199   489   544   829   520   849 0.91 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 3809at5820           -            594   1.3e-67  227.1  30.3   4   4   0.00045      0.14    9.0   0.6   518   592   999  1075   983  1077 0.80 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
