#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480695.1         -           1214 2346at5820           -            854         0 1339.5  43.8   1   4  2.8e-304  2.9e-301 1000.0  11.4     6   599    10   737     1   739 0.92 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 2346at5820           -            854         0 1339.5  43.8   2   4         6   6.1e+03   -7.9   6.6   153   192   776   813   746   840 0.31 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 2346at5820           -            854         0 1339.5  43.8   3   4   1.7e-26   1.7e-23   81.0   0.0   597   651   856   910   853   919 0.94 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 2346at5820           -            854         0 1339.5  43.8   4   4   2.5e-86   2.5e-83  279.0   6.8   652   854   974  1214   956  1214 0.94 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 2346at5820           -            854   0.00025   17.7  15.0   1   2   4.7e-07   0.00048   16.7   7.9   435   558   194   324   183   331 0.88 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 2346at5820           -            854   0.00025   17.7  15.0   2   2    0.0017       1.7    5.0   0.6   370   411   480   523   463   557 0.76 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 2346at5820           -            854     0.037   10.5  14.3   1   3   2.5e-05     0.025   11.0   2.9   522   593    74   146    70   168 0.88 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 2346at5820           -            854     0.037   10.5  14.3   2   3     0.024        24    1.2   0.0   328   435   384   485   371   489 0.55 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 2346at5820           -            854     0.037   10.5  14.3   3   3    0.0035       3.5    3.9   1.6   342   404   538   599   523   614 0.80 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483524.1         -            282 2346at5820           -            854       2.3    4.5  10.6   1   1    0.0032       3.2    4.1  10.6   108   221    77   204    72   279 0.64 | transcript=PVW1_030025500_t1 | gene=PVW1_030025500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor CWC15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7P1] | transcript_product=Pre-mRNA-splicing factor CWC15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7P1] | location=CAJZCX010000014:878040-879005(-) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476281.1         -            132 2346at5820           -            854       4.7    3.5   9.9   1   1    0.0051       5.2    3.4   9.9   122   219     7   106     3   127 0.61 | transcript=PVW1_130051200_t1 | gene=PVW1_130051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2036889-2037422(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
