#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   1   9   7.2e-66   4.4e-62  208.6   7.0     9   120    34   145    27   149 0.97 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   2   9  1.7e-143    1e-139  465.8  13.3   120   354   179   421   173   428 0.97 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   3   9   1.6e-73   9.6e-70  234.0   8.4   352   480   469   601   461   608 0.96 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   4   9   8.4e-88   5.1e-84  281.3  12.2   479   615   674   810   671   820 0.97 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   5   9  1.3e-135  7.8e-132  439.7  18.0   612   836   863  1108   856  1116 0.93 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   6   9  9.4e-177  5.7e-173  576.0  17.8   835  1113  1145  1423  1137  1431 0.98 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   7   9     0.011        69   -0.8   0.4  1113  1135  1448  1470  1445  1489 0.79 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   8   9     1e-54   6.1e-51  171.7   0.1  1113  1251  1497  1660  1485  1678 0.86 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480528.1         -           1910 608at5820            -           1306         0 2388.9 134.3   9   9   2.3e-18   1.4e-14   51.2   0.7  1246  1306  1834  1910  1822  1910 0.81 | transcript=PVW1_070022000_t1 | gene=PVW1_070022000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:780616-786348(-) | protein_length=1910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/608at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:07 2026
# [ok]
