#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   1  15  1.8e-174  2.7e-171  570.1  78.9     1   383     1   435     1   475 0.88 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   2  15   6.5e-41   9.8e-38  127.0   8.4   387   513   548   680   541   688 0.86 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   3  15   2.1e-14   3.2e-11   39.0   0.3   474   563   704   801   698   815 0.80 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   4  15   1.1e-76   1.6e-73  245.7  11.0   564   758   998  1227   955  1239 0.78 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   5  15   3.9e-14   5.9e-11   38.1   2.7   737   800  1231  1298  1222  1304 0.82 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   6  15  1.3e-139    2e-136  454.5  53.8   792  1058  1331  1616  1300  1623 0.90 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   7  15  1.8e-157  2.8e-154  513.7  63.0  1057  1401  1657  2049  1638  2062 0.89 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   8  15   9.7e-33   1.5e-29   99.8   5.1  1429  1527  2130  2230  2122  2254 0.79 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0   9  15   7.4e-82   1.1e-78  262.8  32.9  1516  1690  2277  2481  2262  2494 0.88 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  10  15   9.9e-31   1.5e-27   93.2  12.1  1693  1766  2541  2614  2534  2617 0.84 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  11  15   4.7e-21   7.1e-18   61.1   3.9  1738  1801  2612  2682  2608  2695 0.80 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  12  15    8e-118  1.2e-114  382.2  35.2  1803  2015  2781  3014  2770  3048 0.89 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  13  15    2e-264  3.1e-261  868.6 101.3  2011  2509  3057  3612  3045  3625 0.90 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  14  15   2.9e-44   4.4e-41  138.1  23.6  2510  2603  3667  3764  3652  3779 0.83 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480722.1         -           4237 102at5820            -           3017         0 4739.8 622.0  15  15  1.6e-279  2.4e-276  918.7  86.2  2584  3017  3785  4223  3768  4223 0.97 | transcript=PVW1_070036100_t1 | gene=PVW1_070036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1325693-1339209(+) | protein_length=4237 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475035.1         -           2236 102at5820            -           3017   3.8e-05   18.8   7.2   1   3   5.3e-07    0.0008   14.4   0.3  2176  2226   236   284   230   287 0.88 | transcript=PVW1_100049500_t1 | gene=PVW1_100049500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2023357-2030067(+) | protein_length=2236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475035.1         -           2236 102at5820            -           3017   3.8e-05   18.8   7.2   2   3   5.9e-05      0.09    7.6   0.2  2173  2223   367   417   349   428 0.85 | transcript=PVW1_100049500_t1 | gene=PVW1_100049500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2023357-2030067(+) | protein_length=2236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475035.1         -           2236 102at5820            -           3017   3.8e-05   18.8   7.2   3   3     0.045        68   -1.9   0.1  2180  2223   685   728   680   732 0.89 | transcript=PVW1_100049500_t1 | gene=PVW1_100049500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2023357-2030067(+) | protein_length=2236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 102at5820            -           3017     0.011   10.7  18.1   1   5     0.023        36   -1.0   0.7  2173  2222   149   205   124   227 0.59 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 102at5820            -           3017     0.011   10.7  18.1   2   5     0.059        90   -2.3   0.4  2180  2216   217   253   179   268 0.88 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 102at5820            -           3017     0.011   10.7  18.1   3   5   9.8e-06     0.015   10.2   1.2  2175  2240   266   331   250   333 0.87 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 102at5820            -           3017     0.011   10.7  18.1   4   5   0.00037      0.57    5.0   1.0  2347  2385   330   370   328   392 0.74 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477158.1         -            453 102at5820            -           3017     0.011   10.7  18.1   5   5   6.8e-05       0.1    7.4   0.1  2199  2230   399   430   375   433 0.89 | transcript=PVW1_090042900_t1 | gene=PVW1_090042900 | organism=Plasmodium_vivax_PvW1 | gene_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | transcript_product=UVB-resistance protein UVR8 homologue [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXZ6] | location=CAJZCX010000007:1660904-1662265(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477100.1         -            962 102at5820            -           3017         2    3.1  20.2   1   3   9.1e-05      0.14    7.0   3.8  2927  2966    25    64    15    68 0.92 | transcript=PVW1_090040500_t1 | gene=PVW1_090040500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1554582-1557652(-) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
