#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   1   7   5.1e-19   1.5e-15   55.2   0.0     6    46    10    50     2    57 0.92 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   2   7  5.6e-105  1.7e-101  339.2   0.2    46   230    91   293    85   297 0.92 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   3   7   4.4e-48   1.4e-44  151.2   0.1   232   338   324   440   321   449 0.91 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   4   7   2.9e-30   8.9e-27   92.4   0.0   337   424   463   562   457   567 0.89 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   5   7   7.1e-38   2.1e-34  117.5   0.3   423   496   636   709   631   712 0.97 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   6   7   1.2e-13   3.7e-10   37.5   1.3   496   526   747   777   744   780 0.94 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482758.1         -            975 3093at5820           -            624  8.2e-266  882.0  27.0   7   7   3.4e-33     1e-29  102.1   1.2   526   600   799   878   795   884 0.92 | transcript=PVW1_040027000_t1 | gene=PVW1_040027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:924128-927055(+) | protein_length=975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480379.1         -           1356 3093at5820           -            624   1.9e-14   51.6  19.8   1   4   8.3e-09   2.5e-05   21.5   0.5    41   137    72   174    57   179 0.77 | transcript=PVW1_070014400_t1 | gene=PVW1_070014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:489355-493425(+) | protein_length=1356 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480379.1         -           1356 3093at5820           -            624   1.9e-14   51.6  19.8   2   4   6.6e-11     2e-07   28.5   0.0   120   228   189   295   186   306 0.79 | transcript=PVW1_070014400_t1 | gene=PVW1_070014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:489355-493425(+) | protein_length=1356 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480379.1         -           1356 3093at5820           -            624   1.9e-14   51.6  19.8   3   4   0.00089       2.7    4.9   2.0   233   337   350   462   283   473 0.65 | transcript=PVW1_070014400_t1 | gene=PVW1_070014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:489355-493425(+) | protein_length=1356 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480379.1         -           1356 3093at5820           -            624   1.9e-14   51.6  19.8   4   4   0.00032      0.98    6.4   2.1   428   486   695   755   661   770 0.66 | transcript=PVW1_070014400_t1 | gene=PVW1_070014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:489355-493425(+) | protein_length=1356 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
