#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   1  40  1.2e-113  7.1e-110  366.1  32.3     1   246     1   267     1   273 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   2  40   1.6e-97   9.6e-94  312.5  34.6   245   457   414   637   409   644 0.94 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   3  40   3.9e-15   2.4e-11   39.0   2.0   464   502   742   780   722   789 0.85 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   4  40   0.00011      0.66    4.3   0.4   509   540  1015  1047  1011  1057 0.79 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   5  40     0.018   1.1e+02   -3.0   0.0   538   565  1142  1169  1129  1193 0.77 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   6  40   9.6e-73   5.8e-69  230.2   0.8   566   714  1252  1400  1214  1408 0.95 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   7  40     0.002        12    0.1   0.0   707   738  1446  1477  1431  1495 0.71 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   8  40     2e-08   0.00012   16.7   0.1   714   762  1494  1543  1487  1548 0.89 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   9  40   1.4e-41   8.6e-38  126.8   5.6   768   869  1640  1745  1636  1764 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  10  40   3.5e-91   2.1e-87  291.4  12.7   886  1101  1923  2160  1916  2189 0.89 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  11  40   3.6e-20   2.2e-16   55.7   9.4  1094  1176  2349  2454  2303  2462 0.69 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
