#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   1  22   3.8e-40   3.9e-37  125.5   3.1     1    73     9    81     9    94 0.93 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   2  22   5.6e-62   5.7e-59  198.0  12.1    73   185   113   226   107   234 0.94 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   3  22   1.5e-23   1.5e-20   70.5   5.7   184   261   250   336   244   360 0.79 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   4  22   1.3e-39   1.3e-36  123.8  10.6   265   375   430   562   391   575 0.78 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   5  22  1.6e-111  1.6e-108  362.3  37.4   376   565   656   845   647   848 0.98 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   6  22   1.9e-52   1.9e-49  166.4   3.3   545   679  1087  1226  1082  1247 0.91 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   7  22     3e-33   3.1e-30  102.6  13.6   705   790  1372  1460  1315  1467 0.80 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   8  22   2.1e-15   2.1e-12   43.5   0.0   789   832  1511  1554  1506  1565 0.92 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   9  22   2.2e-08   2.2e-05   20.2  11.8   832   935  1632  1737  1625  1739 0.71 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  10  22   1.4e-11   1.4e-08   30.8  10.6   878   941  1728  1796  1720  1803 0.85 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  11  22   0.00032      0.32    6.4   5.9   930   961  1811  1842  1804  1849 0.89 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
