#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   1  11  1.1e-224  6.4e-221  734.8  38.6     2   449    18   499    17   532 0.94 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   2  11     0.017     1e+02   -2.6   0.0   453   477   551   578   535   595 0.75 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   3  11         0         0 1538.5 122.9   443  1484   849  2026   842  2031 0.91 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   4  11   3.7e-48   2.2e-44  148.9  19.3  1487  1631  2085  2242  2036  2247 0.83 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   5  11         0         0 1385.2 118.1  1626  2488  2264  3222  2258  3232 0.92 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   6  11   1.1e-51   6.7e-48  160.6  12.2  2481  2625  3417  3594  3376  3623 0.74 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   7  11   3.2e-60   1.9e-56  188.9  19.9  2608  2768  3698  3863  3687  3866 0.91 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   8  11   6.4e-11   3.9e-07   25.3   0.1  2766  2809  3928  3983  3923  3987 0.85 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3   9  11  1.6e-307  9.6e-304 1009.7  68.3  2807  3332  4055  4594  4043  4603 0.96 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3  10  11  5.2e-170  3.2e-166  553.3  42.0  3341  3650  4734  5050  4730  5057 0.97 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476688.1         -           5598 56at5820             -           3908         0 6196.8 540.3  11  11  1.6e-155    1e-151  505.2  28.8  3623  3908  5313  5596  5289  5596 0.94 | transcript=PVW1_090018300_t1 | gene=PVW1_090018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:635105-652987(+) | protein_length=5598 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
