#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   1  11   2.8e-09   4.3e-06   23.0   0.1    16    41   143   168   135   183 0.85 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   2  11  2.6e-261  3.9e-258  858.1  45.9    46   524   406   931   399   936 0.93 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   3  11   1.3e-16     2e-13   47.3   1.4   522   559   958   995   949  1011 0.90 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   4  11  2.8e-126  4.2e-123  410.7  14.2   568   779  1111  1326  1055  1346 0.94 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   5  11   9.4e-12   1.4e-08   31.2   5.6   774   816  1427  1470  1425  1487 0.83 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   6  11   2.6e-18   3.9e-15   52.9   5.8   810   877  1499  1575  1488  1596 0.81 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   7  11   7.2e-12   1.1e-08   31.6   1.4   883   933  1698  1748  1686  1762 0.82 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   8  11   6.3e-39   9.5e-36  121.2   0.0   931  1030  1853  1953  1821  1959 0.91 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8   9  11   1.5e-10   2.3e-07   27.2   0.0  1039  1082  2095  2140  2090  2144 0.88 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8  10  11   3.7e-84   5.7e-81  271.1  16.5  1079  1248  2172  2343  2166  2376 0.92 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479030.1         -           2579 551at5820            -           1377         0 1923.5 203.8  11  11   1.3e-24     2e-21   73.8  58.5  1242  1376  2379  2575  2346  2576 0.68 | transcript=PVW1_080023700_t1 | gene=PVW1_080023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:851352-859091(-) | protein_length=2579 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
