#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475118.1         -            603 5548at5820           -            458  3.5e-256  848.7  40.3   1   2   9.2e-81   6.2e-78  261.0   3.3     1   139     1   143     1   149 0.96 | transcript=PVW1_100052900_t1 | gene=PVW1_100052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2140391-2142202(-) | protein_length=603 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475118.1         -            603 5548at5820           -            458  3.5e-256  848.7  40.3   2   2  1.5e-181    1e-178  593.3  29.1   130   458   238   603   232   603 0.93 | transcript=PVW1_100052900_t1 | gene=PVW1_100052900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2140391-2142202(-) | protein_length=603 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475888.1         -            493 5548at5820           -            458   3.3e-43  146.6   0.1   1   5   3.9e-06    0.0026   15.0   0.0     5    38    16    49    13    55 0.90 | transcript=PVW1_130032700_t1 | gene=PVW1_130032700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | transcript_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | location=CAJZCX010000006:1223664-1225145(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475888.1         -            493 5548at5820           -            458   3.3e-43  146.6   0.1   2   5   0.00059       0.4    7.8   0.0    67   112    67   113    64   121 0.83 | transcript=PVW1_130032700_t1 | gene=PVW1_130032700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | transcript_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | location=CAJZCX010000006:1223664-1225145(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475888.1         -            493 5548at5820           -            458   3.3e-43  146.6   0.1   3   5   3.5e-19   2.4e-16   58.0   0.0   166   275   133   246   128   249 0.95 | transcript=PVW1_130032700_t1 | gene=PVW1_130032700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | transcript_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | location=CAJZCX010000006:1223664-1225145(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475888.1         -            493 5548at5820           -            458   3.3e-43  146.6   0.1   4   5      0.27   1.8e+02   -0.9   0.0   278   315   273   310   264   341 0.71 | transcript=PVW1_130032700_t1 | gene=PVW1_130032700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | transcript_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | location=CAJZCX010000006:1223664-1225145(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475888.1         -            493 5548at5820           -            458   3.3e-43  146.6   0.1   5   5   1.4e-19   9.8e-17   59.3   0.0   319   458   347   492   323   492 0.78 | transcript=PVW1_130032700_t1 | gene=PVW1_130032700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | transcript_product=Actin-related protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW8] | location=CAJZCX010000006:1223664-1225145(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476183.1         -            376 5548at5820           -            458   1.6e-35  121.2   0.0   1   2   8.7e-05     0.059   10.6   0.0     8    41     6    39     2    71 0.84 | transcript=PVW1_130042800_t1 | gene=PVW1_130042800 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | location=CAJZCX010000006:1651760-1653040(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476183.1         -            376 5548at5820           -            458   1.6e-35  121.2   0.0   2   2   4.8e-34   3.2e-31  107.0   0.0   185   458   112   375    91   375 0.89 | transcript=PVW1_130042800_t1 | gene=PVW1_130042800 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | location=CAJZCX010000006:1651760-1653040(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484136.1         -            379 5548at5820           -            458   1.7e-33  114.5   2.1   1   2   0.00017      0.11    9.6   0.1     9    40    13    44     1    58 0.90 | transcript=PVW1_020018500_t1 | gene=PVW1_020018500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | transcript_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | location=CAJZCX010000015:593144-595815(+) | protein_length=379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484136.1         -            379 5548at5820           -            458   1.7e-33  114.5   2.1   2   2     5e-33   3.4e-30  103.7   0.3   152   457    84   377    52   378 0.87 | transcript=PVW1_020018500_t1 | gene=PVW1_020018500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | transcript_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | location=CAJZCX010000015:593144-595815(+) | protein_length=379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472533.1         -            376 5548at5820           -            458   4.5e-33  113.1   0.0   1   2   1.8e-06    0.0012   16.1   0.0     6    40     5    39     2    51 0.91 | transcript=PVW1_140069700_t1 | gene=PVW1_140069700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4E843] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4E843] | location=CAJZCX010000003:2784965-2786095(+) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472533.1         -            376 5548at5820           -            458   4.5e-33  113.1   0.0   2   2   1.6e-29   1.1e-26   92.1   0.0   186   458   114   375    93   375 0.89 | transcript=PVW1_140069700_t1 | gene=PVW1_140069700 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4E843] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4E843] | location=CAJZCX010000003:2784965-2786095(+) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476528.1         -            491 5548at5820           -            458     3e-22   77.5  17.9   1   3    0.0033       2.2    5.4   0.4     5   113     3    97     1   105 0.65 | transcript=PVW1_090009500_t1 | gene=PVW1_090009500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ8] | transcript_product=Actin-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ8] | location=CAJZCX010000007:280290-281765(+) | protein_length=491 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476528.1         -            491 5548at5820           -            458     3e-22   77.5  17.9   2   3   8.8e-14   5.9e-11   40.2   6.7   164   350    96   305    81   335 0.70 | transcript=PVW1_090009500_t1 | gene=PVW1_090009500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ8] | transcript_product=Actin-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ8] | location=CAJZCX010000007:280290-281765(+) | protein_length=491 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
