#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   1   8     1e-15     3e-12   43.5   3.8     1    41     1    41     1    55 0.91 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   2   8    0.0015       4.6    3.2   0.0    37    57    63    83    59    90 0.88 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   3   8   9.1e-63   2.8e-59  199.2   0.2    54   182   132   278   119   284 0.90 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   4   8   1.2e-83   3.6e-80  268.3   1.4   182   332   316   477   313   483 0.94 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   5   8   2.2e-55   6.6e-52  174.8   0.0   332   452   512   638   497   645 0.93 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   6   8     0.014        44   -0.1   0.0   451   470   684   706   679   728 0.77 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   7   8     0.011        35    0.3   0.0   475   489   757   771   753   774 0.90 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476979.1         -           1449 1203at5820           -           1004         0 1495.8  41.7   8   8  6.4e-249  1.9e-245  815.5   9.8   489  1004   863  1443   860  1443 0.93 | transcript=PVW1_090033900_t1 | gene=PVW1_090033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1277809-1282986(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480493.1         -           1421 1203at5820           -           1004  8.7e-119  396.2  10.5   1   4   6.8e-72   2.1e-68  229.4   4.7     9   434   105   559   100   582 0.79 | transcript=PVW1_070020400_t1 | gene=PVW1_070020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | transcript_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | location=CAJZCX010000011:723328-727593(-) | protein_length=1421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480493.1         -           1421 1203at5820           -           1004  8.7e-119  396.2  10.5   2   4     1e-26   3.2e-23   79.8   1.0   532   710   835  1007   804  1007 0.90 | transcript=PVW1_070020400_t1 | gene=PVW1_070020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | transcript_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | location=CAJZCX010000011:723328-727593(-) | protein_length=1421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480493.1         -           1421 1203at5820           -           1004  8.7e-119  396.2  10.5   3   4   1.2e-17   3.6e-14   49.9   0.0   254   337  1007  1093  1005  1104 0.92 | transcript=PVW1_070020400_t1 | gene=PVW1_070020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | transcript_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | location=CAJZCX010000011:723328-727593(-) | protein_length=1421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480493.1         -           1421 1203at5820           -           1004  8.7e-119  396.2  10.5   4   4   7.7e-12   2.3e-08   30.6   0.0   334   451  1150  1274  1142  1283 0.73 | transcript=PVW1_070020400_t1 | gene=PVW1_070020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | transcript_product=Probable ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV94] | location=CAJZCX010000011:723328-727593(-) | protein_length=1421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1203at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1203at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1203at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:25:27 2026
# [ok]
