#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   1  12     1e-26   6.2e-23   79.3   2.9     9    65    19    75     1    92 0.89 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   2  12   8.9e-55   5.4e-51  172.1  14.8    60   157   108   205   101   207 0.97 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   3  12  7.3e-106  4.5e-102  341.2  12.9   152   332   276   462   270   467 0.94 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   4  12         1   6.1e+03  -10.7  13.7   701   750   507   556   493   565 0.56 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   5  12     0.012        72   -0.4  18.9   325   366   564   605   557   607 0.86 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   6  12   1.9e-08   0.00012   18.8   9.7   325   394   592   679   586   691 0.78 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   7  12   1.7e-11     1e-07   28.9   1.0   398   448   728   782   723   788 0.74 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   8  12   1.2e-19     7e-16   55.9   9.2   409   481   777   852   758   878 0.76 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2   9  12   3.3e-16     2e-12   44.5   5.2   472   547   893   974   887   993 0.75 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2  10  12   1.9e-60   1.2e-56  190.9  26.6   517   689  1059  1241  1035  1302 0.71 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2  11  12   8.9e-23   5.4e-19   66.2  34.0   626   748  1455  1600  1447  1602 0.69 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484248.1         -           1795 1454at5820           -            903         0 1259.8 231.2  12  12  1.9e-102   1.2e-98  329.9  26.7   696   903  1579  1795  1573  1795 0.86 | transcript=PVW1_020021900_t1 | gene=PVW1_020021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:755470-761585(+) | protein_length=1795 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1454at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1454at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1454at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:47 2026
# [ok]
