#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   1  17     1e-07   0.00062   16.0   0.0     1    35   213   247   213   261 0.88 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   2  17   7.1e-17   4.3e-13   46.3   0.0    45    87   290   332   272   335 0.91 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   3  17   3.1e-11   1.9e-07   27.6   0.0    87   131   378   425   373   428 0.89 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   4  17   1.8e-65   1.1e-61  207.4   0.6   132   327   471   698   470   700 0.89 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   5  17   3.8e-38   2.3e-34  116.8   0.0   327   444   748   878   742   882 0.90 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   6  17   1.1e-43   6.8e-40  135.2   0.0   445   541   911  1007   907  1019 0.93 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   7  17   3.8e-53   2.3e-49  166.6   2.0   541   650  1117  1226  1111  1230 0.97 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   8  17   3.9e-80   2.4e-76  256.0  12.9   651   833  1281  1489  1275  1495 0.89 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   9  17     1e-54   6.2e-51  171.7  16.5   835   995  1535  1721  1532  1759 0.86 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  10  17   9.8e-05      0.59    6.1   0.0   994  1032  1767  1817  1747  1820 0.88 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  11  17   2.8e-11   1.7e-07   27.8   0.0  1033  1067  1896  1930  1892  1934 0.93 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
