#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   1  12     9e-56   5.4e-52  175.5  18.2     1   123     1   126     1   136 0.93 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   2  12     7e-22   4.3e-18   63.3   0.0   121   169   155   203   149   207 0.94 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   3  12   1.4e-54   8.5e-51  171.5   0.0   171   296   257   384   252   397 0.95 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   4  12    0.0051        31    0.9   0.0   297   316   430   449   423   453 0.91 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   5  12   8.9e-36   5.4e-32  109.3   0.9   332   437   602   719   588   726 0.88 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   6  12   1.4e-07   0.00088   16.0   0.0   437   473   745   783   744   795 0.87 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   7  12   0.00076       4.6    3.7   0.0   481   502   850   871   847   877 0.92 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   8  12     2e-36   1.2e-32  111.4   0.0   504   626   979  1115   973  1121 0.86 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8   9  12   6.1e-37   3.7e-33  113.2   0.0   622   699  1135  1212  1131  1216 0.95 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8  10  12   7.5e-33   4.6e-29   99.6   0.0   701   780  1248  1337  1240  1343 0.90 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8  11  12   6.2e-17   3.8e-13   47.0   0.0   781   833  1396  1450  1391  1468 0.90 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481345.1         -           1546 2368at5820           -            875  4.3e-293  973.2  25.8  12  12   1.9e-17   1.2e-13   48.7   0.4   833   875  1490  1533  1487  1533 0.93 | transcript=PVW1_060012100_t1 | gene=PVW1_060012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:294144-299059(+) | protein_length=1546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2368at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2368at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2368at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:23 2026
# [ok]
