#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   1   6   3.1e-72   6.3e-69  231.5  15.1     1   143     1   154     1   168 0.94 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   2   6  2.4e-108  4.8e-105  351.1  18.5   143   341   377   577   352   585 0.95 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   3   6  9.4e-100   1.9e-96  322.6   9.6   343   519   635   821   629   831 0.95 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   4   6  9.9e-105    2e-101  339.1   2.7   518   684   861  1027   852  1039 0.96 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   5   6         0         0 1037.3  38.7   681  1189  1071  1601  1064  1609 0.98 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483352.1         -           1740 598at5820            -           1293         0 2411.9 125.6   6   6   1.3e-50   2.6e-47  159.9   1.7  1190  1293  1627  1740  1622  1740 0.94 | transcript=PVW1_030018500_t1 | gene=PVW1_030018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:611775-617630(-) | protein_length=1740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481238.1         -           1096 598at5820            -           1293   4.1e-49  165.8  21.3   1   2   3.6e-15   7.2e-12   42.4   0.8   394   525   363   492   331   500 0.81 | transcript=PVW1_060008500_t1 | gene=PVW1_060008500 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9H3] | transcript_product=DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9H3] | location=CAJZCX010000012:155650-158940(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481238.1         -           1096 598at5820            -           1293   4.1e-49  165.8  21.3   2   2   1.5e-40     3e-37  126.5  13.7   627   950   566   906   539   950 0.78 | transcript=PVW1_060008500_t1 | gene=PVW1_060008500 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9H3] | transcript_product=DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9H3] | location=CAJZCX010000012:155650-158940(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481836.1         -           1900 598at5820            -           1293   4.2e-10   36.6  13.6   1   5      0.14   2.8e+02   -2.6   6.0   374   493   691   800   652   822 0.71 | transcript=PVW1_060027900_t1 | gene=PVW1_060027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:932851-939059(+) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481836.1         -           1900 598at5820            -           1293   4.2e-10   36.6  13.6   2   5   2.2e-07   0.00045   16.6   0.1   644   680   949   985   942   995 0.84 | transcript=PVW1_060027900_t1 | gene=PVW1_060027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:932851-939059(+) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481836.1         -           1900 598at5820            -           1293   4.2e-10   36.6  13.6   3   5   3.5e-12   7.2e-09   32.5   9.0   688   887  1160  1353  1148  1360 0.87 | transcript=PVW1_060027900_t1 | gene=PVW1_060027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:932851-939059(+) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481836.1         -           1900 598at5820            -           1293   4.2e-10   36.6  13.6   4   5     0.078   1.6e+02   -1.7   1.0   884   927  1567  1611  1495  1671 0.70 | transcript=PVW1_060027900_t1 | gene=PVW1_060027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:932851-939059(+) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481836.1         -           1900 598at5820            -           1293   4.2e-10   36.6  13.6   5   5      0.28   5.6e+02   -3.6   0.1  1000  1019  1726  1745  1720  1749 0.81 | transcript=PVW1_060027900_t1 | gene=PVW1_060027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:932851-939059(+) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/598at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/598at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/598at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:30 2026
# [ok]
