#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472200.1         -           1087 3722at5820           -            653         0 1096.0 121.1   1   4   4.6e-05     0.056   10.5   9.6     1    29    94   122    94   129 0.90 | transcript=PVW1_140038000_t1 | gene=PVW1_140038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1452017-1455280(-) | protein_length=1087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472200.1         -           1087 3722at5820           -            653         0 1096.0 121.1   2   4   1.9e-61   2.3e-58  196.8  16.8     7   161   179   334   175   347 0.90 | transcript=PVW1_140038000_t1 | gene=PVW1_140038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1452017-1455280(-) | protein_length=1087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472200.1         -           1087 3722at5820           -            653         0 1096.0 121.1   3   4  2.8e-110  3.3e-107  358.1  26.7   129   367   422   669   394   687 0.80 | transcript=PVW1_140038000_t1 | gene=PVW1_140038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1452017-1455280(-) | protein_length=1087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472200.1         -           1087 3722at5820           -            653         0 1096.0 121.1   4   4  2.4e-167  2.9e-164  546.7  42.1   330   653   726  1087   703  1087 0.85 | transcript=PVW1_140038000_t1 | gene=PVW1_140038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1452017-1455280(-) | protein_length=1087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 3722at5820           -            653   2.1e-09   35.0   1.0   1   1   2.9e-12   3.5e-09   34.3   1.0   198   276   321   399   315   421 0.93 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483959.1         -           1564 3722at5820           -            653   9.6e-05   19.6   0.5   1   3         5   6.1e+03  -11.0   8.8   150   177    53    80    23   138 0.55 | transcript=PVW1_020012200_t1 | gene=PVW1_020012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:367535-372388(-) | protein_length=1564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483959.1         -           1564 3722at5820           -            653   9.6e-05   19.6   0.5   2   3   7.9e-08   9.6e-05   19.6   0.5   230   275   876   921   835   940 0.74 | transcript=PVW1_020012200_t1 | gene=PVW1_020012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:367535-372388(-) | protein_length=1564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483959.1         -           1564 3722at5820           -            653   9.6e-05   19.6   0.5   3   3      0.29   3.5e+02   -2.1   0.0   605   626   934   955   922   957 0.81 | transcript=PVW1_020012200_t1 | gene=PVW1_020012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:367535-372388(-) | protein_length=1564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479716.1         -           1535 3722at5820           -            653   0.00031   17.9   0.8   1   2       3.3     4e+03   -5.6   1.7   119   172   896   949   895   957 0.82 | transcript=PVW1_050015900_t1 | gene=PVW1_050015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:502805-508073(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479716.1         -           1535 3722at5820           -            653   0.00031   17.9   0.8   2   2   2.5e-07   0.00031   17.9   0.8   190   276  1422  1506  1411  1525 0.84 | transcript=PVW1_050015900_t1 | gene=PVW1_050015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:502805-508073(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485436.1         -            403 3722at5820           -            653       6.5    3.6  21.1   1   1    0.0089        11    2.9  21.1   492   541   136   185   125   200 0.79 | transcript=PVW1_000014300_t1 | gene=PVW1_000014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000017:424940-426151(+) | protein_length=403 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3722at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:26 2026
# [ok]
