#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475669.1         -           1502 1006at5820           -           1212         0 2656.4  64.7   1   3  3.4e-164  6.9e-161  535.8   6.3     1   247     5   261     5   265 0.97 | transcript=PVW1_130022900_t1 | gene=PVW1_130022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:822042-827236(+) | protein_length=1502 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475669.1         -           1502 1006at5820           -           1212         0 2656.4  64.7   2   3         0         0 2092.4  43.8   245  1167   329  1274   324  1286 0.98 | transcript=PVW1_130022900_t1 | gene=PVW1_130022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:822042-827236(+) | protein_length=1502 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475669.1         -           1502 1006at5820           -           1212         0 2656.4  64.7   3   3     4e-14     8e-11   38.7   0.5  1168  1207  1404  1445  1350  1448 0.91 | transcript=PVW1_130022900_t1 | gene=PVW1_130022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:822042-827236(+) | protein_length=1502 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472472.1         -            992 1006at5820           -           1212   1.1e-19   68.1  13.1   1   3   0.00013      0.26    7.2   0.2    47   127   138   214   127   230 0.72 | transcript=PVW1_140064100_t1 | gene=PVW1_140064100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2566607-2569585(+) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472472.1         -            992 1006at5820           -           1212   1.1e-19   68.1  13.1   2   3   1.7e-16   3.5e-13   46.6   4.5   240   493   446   704   439   720 0.80 | transcript=PVW1_140064100_t1 | gene=PVW1_140064100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2566607-2569585(+) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472472.1         -            992 1006at5820           -           1212   1.1e-19   68.1  13.1   3   3   4.3e-08   8.7e-05   18.7   0.1   493   531   747   785   731   819 0.81 | transcript=PVW1_140064100_t1 | gene=PVW1_140064100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2566607-2569585(+) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472302.1         -           1235 1006at5820           -           1212   8.6e-16   55.2   2.1   1   3   4.3e-19   8.6e-16   55.2   2.1   643   827   164   349   151   363 0.84 | transcript=PVW1_140047800_t1 | gene=PVW1_140047800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1858589-1862296(-) | protein_length=1235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472302.1         -           1235 1006at5820           -           1212   8.6e-16   55.2   2.1   2   3         3   6.1e+03   -9.7  11.1   872  1000   436   568   426   609 0.69 | transcript=PVW1_140047800_t1 | gene=PVW1_140047800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1858589-1862296(-) | protein_length=1235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472302.1         -           1235 1006at5820           -           1212   8.6e-16   55.2   2.1   3   3      0.95   1.9e+03   -5.6   3.0   987  1020   970  1004   964  1013 0.70 | transcript=PVW1_140047800_t1 | gene=PVW1_140047800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1858589-1862296(-) | protein_length=1235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1006at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1006at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1006at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:35 2026
# [ok]
