#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   1  10   9.5e-09   2.9e-05   21.1   6.5     1    27    40    66    40    84 0.85 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   2  10         2   6.1e+03  -19.1  33.1    22    56   109   143   103   144 0.76 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   3  10   1.5e-10   4.5e-07   27.0  33.2    24    72   133   186   131   197 0.80 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   4  10   5.2e-07    0.0016   15.3   2.0    69    97   212   240   190   248 0.86 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   5  10   1.8e-72   5.4e-69  231.7  15.0   101   228   318   445   306   451 0.97 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   6  10   7.1e-90   2.2e-86  289.2  12.7   225   374   494   643   489   648 0.98 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   7  10   1.4e-11   4.3e-08   30.4   0.1   372   404   709   741   696   749 0.90 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   8  10   1.7e-09   5.1e-06   23.5   0.2   402   431   806   835   800   841 0.87 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   9  10   1.1e-42   3.3e-39  133.2   0.9   425   526   896  1011   890  1031 0.87 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7  10  10  2.7e-112  8.3e-109  363.3  20.0   540   721  1169  1350  1158  1351 0.98 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479760.1         -            519 2733at5820           -            722   2.4e-18   64.3  47.7   1   3   1.3e-12   4.1e-09   33.8   7.5    89   207    45   164    14   171 0.84 | transcript=PVW1_050018300_t1 | gene=PVW1_050018300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | transcript_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | location=CAJZCX010000010:584468-586810(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
