#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476634.1         -           1643 955at5820            -           1310         0 2279.5  33.5   1   3         0         0 1249.0   5.3     1   734     2   870     2   914 0.86 | transcript=PVW1_090013800_t1 | gene=PVW1_090013800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:479707-484638(-) | protein_length=1643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476634.1         -           1643 955at5820            -           1310         0 2279.5  33.5   2   3  9.6e-303  7.3e-300  996.4  13.2   723  1206   912  1395   897  1410 0.94 | transcript=PVW1_090013800_t1 | gene=PVW1_090013800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:479707-484638(-) | protein_length=1643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476634.1         -           1643 955at5820            -           1310         0 2279.5  33.5   3   3   2.5e-14   1.9e-11   40.9   0.9  1260  1306  1579  1625  1557  1628 0.79 | transcript=PVW1_090013800_t1 | gene=PVW1_090013800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:479707-484638(-) | protein_length=1643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474932.1         -            155 955at5820            -           1310     0.097    8.7  17.2   1   1   0.00014      0.11    8.5  17.2   482   567    51   138    24   152 0.55 | transcript=PVW1_100041400_t1 | gene=PVW1_100041400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1681178-1681961(-) | protein_length=155 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478288.1         -            332 955at5820            -           1310       1.2    5.1   8.7   1   1    0.0019       1.5    4.8   8.7   489   601    62   171    19   216 0.52 | transcript=PVW1_110053700_t1 | gene=PVW1_110053700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:2080281-2081492(+) | protein_length=332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475034.1         -            264 955at5820            -           1310       1.5    4.7  14.5   1   1    0.0022       1.7    4.6  14.5   521   614   157   248    31   263 0.46 | transcript=PVW1_100049400_t1 | gene=PVW1_100049400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2021791-2022585(-) | protein_length=264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484892.1         -            283 955at5820            -           1310       1.6    4.7  25.7   1   1    0.0033       2.5    4.0  25.7   537   692    79   270    45   279 0.42 | transcript=PVW1_010015200_t1 | gene=PVW1_010015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:496374-497225(-) | protein_length=283 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480655.1         -             99 955at5820            -           1310       2.3    4.2  16.8   1   1     0.003       2.2    4.2  16.8   532   585     8    60     1    92 0.33 | transcript=PVW1_070032900_t1 | gene=PVW1_070032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1214216-1214722(+) | protein_length=99 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471845.1         -            539 955at5820            -           1310       5.2    3.0  21.5   1   1     0.012       9.1    2.2  21.5   487   617   129   263    91   287 0.49 | transcript=PVW1_140013000_t1 | gene=PVW1_140013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:387137-389119(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476786.1         -            316 955at5820            -           1310       9.9    2.1  11.2   1   1     0.018        13    1.6  11.2   472   590   184   300   164   313 0.50 | transcript=PVW1_090024500_t1 | gene=PVW1_090024500 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF small subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ6] | transcript_product=Splicing factor U2AF small subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ6] | location=CAJZCX010000007:873038-873988(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/955at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/955at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/955at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:51:49 2026
# [ok]
