#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   1   7     0.039        79    0.1   0.9     1    38    21    57    21    68 0.81 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   2   7   1.5e-66   2.9e-63  212.9   7.6     5   140    93   228    88   232 0.93 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   3   7   2.5e-06    0.0051   14.0   0.4   136   163   276   303   273   335 0.82 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   4   7   6.2e-49   1.3e-45  154.7   0.7   177   307   661   799   643   806 0.87 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   5   7   1.9e-89   3.9e-86  288.5   2.7   308   498   858  1060   840  1070 0.85 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   6   7      0.16   3.3e+02   -1.9   2.4   454   502  1076  1124  1068  1131 0.77 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 3262at5820           -            627  1.1e-268  891.6  64.6   7   7   1.8e-79   3.6e-76  255.6   5.8   501   626  1221  1346  1197  1347 0.96 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 3262at5820           -            627    0.0043   14.2   0.1   1   1   2.4e-06    0.0048   14.0   0.1    67   138    16    91     5   107 0.73 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 3262at5820           -            627     0.074   10.1   6.0   1   1   5.6e-05      0.11    9.5   6.0   345   441     3   107     1   156 0.69 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3262at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3262at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3262at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:13 2026
# [ok]
