#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   1   9   0.00016      0.49    7.0   0.1     1    21     1    26     1    34 0.73 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   2   9   1.1e-07   0.00032   17.5   0.0    25    55    64   101    53   105 0.80 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   3   9   1.7e-57   5.2e-54  182.1   4.8    55   196   162   315   155   322 0.92 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   4   9   1.3e-26     4e-23   80.0   1.8   193   297   350   480   343   484 0.79 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   5   9     3e-75   9.2e-72  240.8   0.0   298   437   551   691   535   700 0.95 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   6   9   5.1e-37   1.6e-33  114.4   0.0   437   536   744   867   738   884 0.81 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   7   9   5.9e-25   1.8e-21   74.5   0.0   537   620   914  1022   906  1028 0.84 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   8   9   7.4e-32   2.2e-28   97.4   0.0   610   683  1045  1118  1038  1124 0.90 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473481.1         -           1262 2486at5820           -            754  2.1e-274  910.8  21.6   9   9   2.1e-31   6.3e-28   95.9   0.6   684   746  1149  1211  1146  1214 0.95 | transcript=PVW1_120045100_t1 | gene=PVW1_120045100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1693459-1697247(+) | protein_length=1262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479265.1         -            613 2486at5820           -            754   0.00096   15.9   0.0   1   2     0.014        43    0.5   0.0   293   323   231   261   219   269 0.76 | transcript=PVW1_080036500_t1 | gene=PVW1_080036500 | organism=Plasmodium_vivax_PvW1 | gene_product=Glutamine amidotransferase type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBX3] | transcript_product=Glutamine amidotransferase type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBX3] | location=CAJZCX010000009:1384491-1386884(-) | protein_length=613 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479265.1         -            613 2486at5820           -            754   0.00096   15.9   0.0   2   2   2.5e-06    0.0076   12.9   0.0   588   673   369   452   359   457 0.64 | transcript=PVW1_080036500_t1 | gene=PVW1_080036500 | organism=Plasmodium_vivax_PvW1 | gene_product=Glutamine amidotransferase type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBX3] | transcript_product=Glutamine amidotransferase type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBX3] | location=CAJZCX010000009:1384491-1386884(-) | protein_length=613 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
