#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473364.1         -            456 9816at5820           -            332  1.6e-155  515.8  73.4   1   3  5.7e-140  3.9e-137  455.4  59.8     1   268     1   291     1   294 0.93 | transcript=PVW1_120035100_t1 | gene=PVW1_120035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1294873-1296243(+) | protein_length=456 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473364.1         -            456 9816at5820           -            332  1.6e-155  515.8  73.4   2   3   2.4e-18   1.6e-15   55.6   0.6   265   317   332   389   328   400 0.83 | transcript=PVW1_120035100_t1 | gene=PVW1_120035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1294873-1296243(+) | protein_length=456 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473364.1         -            456 9816at5820           -            332  1.6e-155  515.8  73.4   3   3   0.00031      0.21    9.2   0.5   304   332   427   455   423   455 0.82 | transcript=PVW1_120035100_t1 | gene=PVW1_120035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1294873-1296243(+) | protein_length=456 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475900.1         -            520 9816at5820           -            332     6e-07   27.5   2.9   1   1   1.7e-09   1.1e-06   26.5   2.9     5    52   296   342   292   385 0.79 | transcript=PVW1_130033100_t1 | gene=PVW1_130033100 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV3] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV3] | location=CAJZCX010000006:1233244-1235580(-) | protein_length=520 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 9816at5820           -            332   2.9e-06   25.2   4.6   1   1     8e-09   5.4e-06   24.3   4.6     4    48   709   755   707   759 0.87 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478669.1         -           1166 9816at5820           -            332   0.00026   18.8   3.1   1   1   6.4e-07   0.00043   18.1   3.1     6    47   360   406   356   431 0.86 | transcript=PVW1_080009300_t1 | gene=PVW1_080009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:250338-253838(-) | protein_length=1166 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474765.1         -            284 9816at5820           -            332   0.00058   17.6   4.6   1   1   1.4e-06   0.00092   17.0   4.6     7    53   236   283   232   284 0.79 | transcript=PVW1_100028000_t1 | gene=PVW1_100028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | location=CAJZCX010000005:1109632-1110967(+) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481623.1         -            272 9816at5820           -            332    0.0092   13.7   4.2   1   1   1.9e-05     0.013   13.2   4.2     6    50   217   263   212   271 0.87 | transcript=PVW1_060019700_t1 | gene=PVW1_060019700 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE8] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE8] | location=CAJZCX010000012:634555-635373(-) | protein_length=272 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479092.1         -            108 9816at5820           -            332      0.02   12.6   0.8   1   2         1   7.1e+02   -2.4   2.8     5    22    31    47    27    68 0.79 | transcript=PVW1_080026600_t1 | gene=PVW1_080026600 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBV0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBV0] | location=CAJZCX010000009:976476-976802(+) | protein_length=108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479092.1         -            108 9816at5820           -            332      0.02   12.6   0.8   2   2     3e-05      0.02   12.6   0.8    23    46    74    97    62   102 0.88 | transcript=PVW1_080026600_t1 | gene=PVW1_080026600 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBV0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBV0] | location=CAJZCX010000009:976476-976802(+) | protein_length=108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477857.1         -             89 9816at5820           -            332      0.16    9.6  11.4   1   1   0.00027      0.18    9.4  11.0    22    48    52    79    21    85 0.73 | transcript=PVW1_110030600_t1 | gene=PVW1_110030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Anaphase-promoting complex subunit 11 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZW0] | transcript_product=Anaphase-promoting complex subunit 11 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZW0] | location=CAJZCX010000008:1124830-1125099(-) | protein_length=89 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477804.1         -            519 9816at5820           -            332      0.84    7.2  12.9   1   2       1.8   1.2e+03   -3.1   0.7   118   141   264   287   260   296 0.71 | transcript=PVW1_110027800_t1 | gene=PVW1_110027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1010996-1012555(+) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477804.1         -            519 9816at5820           -            332      0.84    7.2  12.9   2   2   2.6e-05     0.018   12.8   5.7     6    53   363   408   360   428 0.82 | transcript=PVW1_110027800_t1 | gene=PVW1_110027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1010996-1012555(+) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
