#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475023.1         -           1453 1309at5820           -           1140         0 2013.2 134.0   1   4     1e-57   1.6e-54  183.5   2.6     1    90    54   143    54   145 0.98 | transcript=PVW1_100048900_t1 | gene=PVW1_100048900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1993041-1997402(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475023.1         -           1453 1309at5820           -           1140         0 2013.2 134.0   2   4  1.4e-288  2.1e-285  948.1  49.3    91   639   177   758   175   764 0.94 | transcript=PVW1_100048900_t1 | gene=PVW1_100048900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1993041-1997402(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475023.1         -           1453 1309at5820           -           1140         0 2013.2 134.0   3   4  4.2e-121  6.4e-118  393.4  46.6   642   902   809  1085   789  1089 0.94 | transcript=PVW1_100048900_t1 | gene=PVW1_100048900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1993041-1997402(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475023.1         -           1453 1309at5820           -           1140         0 2013.2 134.0   4   4  3.7e-155  5.6e-152  506.2  11.7   901  1140  1185  1422  1167  1422 0.94 | transcript=PVW1_100048900_t1 | gene=PVW1_100048900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1993041-1997402(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   1   6   3.5e-22   5.3e-19   65.9  28.4     5   264   230   500   227   502 0.77 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   2   6         4   6.1e+03  -15.0  37.8   711   995   426   715   418   716 0.65 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   3   6         4   6.1e+03  -15.5  34.1   654   936   506   797   501   804 0.71 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   4   6         4   6.1e+03   -9.7  21.4   374   548   676   864   636   874 0.64 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   5   6         4   6.1e+03  -13.3  45.7   582   889   936  1249   925  1267 0.75 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477008.1         -           1611 1309at5820           -           1140   9.3e-38  128.0  47.5   6   6   8.2e-26   1.2e-22   77.9  11.0   922  1129  1376  1593  1363  1605 0.87 | transcript=PVW1_090036000_t1 | gene=PVW1_090036000 | organism=Plasmodium_vivax_PvW1 | gene_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | transcript_product=SMC hinge domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD32] | location=CAJZCX010000007:1357609-1362444(-) | protein_length=1611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472019.1         -           1218 1309at5820           -           1140   5.2e-37  125.5 139.6   1   1   4.7e-40   7.2e-37  125.0 139.6     5  1121     3  1172     1  1185 0.71 | transcript=PVW1_140025600_t1 | gene=PVW1_140025600 | organism=Plasmodium_vivax_PvW1 | gene_product=Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4J7] | transcript_product=Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4J7] | location=CAJZCX010000003:898588-902556(-) | protein_length=1218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
