#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   1  11   8.7e-16   5.3e-12   42.5   2.2     1    38    10    47    10    53 0.94 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   2  11   8.9e-22   5.4e-18   62.3   0.0    36   102   107   176   104   179 0.94 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   3  11   1.1e-72   6.7e-69  231.0   0.0   103   268   216   399   214   413 0.87 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   4  11   1.3e-10   8.2e-07   25.3   0.1   264   305   430   471   423   482 0.86 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   5  11    4e-110  2.4e-106  355.1   4.1   306   600   528   896   522   901 0.85 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   6  11     0.022   1.3e+02   -1.9   0.1   600   618   940   958   939   962 0.87 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   7  11     8e-21   4.9e-17   59.2   0.0   616   702   983  1088   964  1090 0.80 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   8  11   0.00016         1    5.1   0.0   707   730  1171  1194  1160  1203 0.90 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2   9  11  4.8e-168  2.9e-164  547.0  26.1   729  1066  1256  1616  1250  1635 0.94 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2  10  11  1.8e-152  1.1e-148  495.4  51.3  1075  1372  1660  1975  1648  1981 0.94 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482498.1         -           2067 747at5820            -           1392         0 1821.4 119.2  11  11   5.6e-07    0.0034   13.3   0.7  1368  1392  2043  2067  2029  2067 0.94 | transcript=PVW1_040017500_t1 | gene=PVW1_040017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:551538-559514(+) | protein_length=2067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/747at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:39 2026
# [ok]
