#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   1   8     5e-21   1.4e-18   64.8   3.4     1    55     1    55     1    64 0.96 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   2   8   8.4e-11   2.3e-08   31.0   0.5    49    85    78   114    63   121 0.82 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   3   8   2.1e-79   5.7e-77  257.9  12.1    78   209   144   275   117   279 0.95 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   4   8  9.3e-152  2.6e-149  497.2  11.1   205   439   330   568   307   575 0.95 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   5   8   0.00027     0.074    9.5   0.1   437   461   628   652   622   702 0.82 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   6   8   1.3e-23   3.7e-21   73.3   1.3   467   520   727   780   716   786 0.94 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   7   8     0.003      0.83    6.0   0.0   518   544  1112  1138  1099  1146 0.85 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 1288at5820           -            801         0 1307.9  92.3   8   8  4.4e-120  1.2e-117  392.4  21.0   547   801  1230  1535  1213  1535 0.88 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473797.1         -            861 1288at5820           -            801   8.6e-18   62.2  12.9   1   1   5.3e-20   1.5e-17   61.4  12.9   114   340   485   700   478   820 0.77 | transcript=PVW1_120067500_t1 | gene=PVW1_120067500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H220] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H220] | location=CAJZCX010000004:2619393-2621978(-) | protein_length=861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485130.1         -            721 1288at5820           -            801   1.3e-17   61.6   2.2   1   1   1.6e-19   4.5e-17   59.8   2.2   110   325   458   663   443   678 0.84 | transcript=PVW1_010023200_t1 | gene=PVW1_010023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | location=CAJZCX010000016:835802-838807(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 1288at5820           -            801   1.2e-13   48.5   0.3   1   1   6.6e-16   1.8e-13   47.9   0.3   107   299  2936  3131  2933  3178 0.76 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483450.1         -            310 1288at5820           -            801   1.3e-13   48.4   1.5   1   1   5.1e-16   1.4e-13   48.2   1.5   165   323    64   208     6   276 0.79 | transcript=PVW1_030022100_t1 | gene=PVW1_030022100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7S6] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7S6] | location=CAJZCX010000014:775312-777159(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471965.1         -            368 1288at5820           -            801   1.3e-13   48.4  12.9   1   2       2.7   7.4e+02   -3.8   0.0   594   620    36    64    20    70 0.76 | transcript=PVW1_140022300_t1 | gene=PVW1_140022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK53] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK53] | location=CAJZCX010000003:767187-768293(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471965.1         -            368 1288at5820           -            801   1.3e-13   48.4  12.9   2   2   7.3e-16     2e-13   47.7  11.7   108   312   106   303    98   318 0.79 | transcript=PVW1_140022300_t1 | gene=PVW1_140022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK53] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK53] | location=CAJZCX010000003:767187-768293(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479267.1         -           1607 1288at5820           -            801   2.4e-12   44.2   2.9   1   1     3e-14   8.2e-12   42.4   2.9   108   317  1337  1548  1305  1555 0.75 | transcript=PVW1_080036700_t1 | gene=PVW1_080036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1393748-1399176(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477699.1         -           4000 1288at5820           -            801   7.1e-12   42.6   2.9   1   1   4.8e-14   1.3e-11   41.7   2.9   110   339  1187  1408  1172  1414 0.81 | transcript=PVW1_110020600_t1 | gene=PVW1_110020600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:667058-679060(-) | protein_length=4000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479257.1         -            604 1288at5820           -            801   1.5e-11   41.5   0.5   1   1   2.3e-13   6.4e-11   39.5   0.5   108   311   159   350   148   359 0.80 | transcript=PVW1_080035900_t1 | gene=PVW1_080035900 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZTW2] | transcript_product=Calcium-dependent protein kinase 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZTW2] | location=CAJZCX010000009:1365607-1368547(-) | protein_length=604 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474809.1         -            288 1288at5820           -            801   1.8e-11   41.3   0.1   1   1   1.1e-13     3e-11   40.6   0.1   221   317   118   211    34   225 0.85 | transcript=PVW1_100032000_t1 | gene=PVW1_100032000 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYI6] | location=CAJZCX010000005:1262528-1264777(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479945.1         -            612 1288at5820           -            801   3.8e-11   40.2   6.3   1   1   6.2e-13   1.7e-10   38.0   6.3   107   315   264   467   259   475 0.79 | transcript=PVW1_050032400_t1 | gene=PVW1_050032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1143440-1145278(-) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 1288at5820           -            801     1e-10   38.8   0.1   1   1   1.9e-12   5.1e-10   36.5   0.1   131   316   794   962   788   974 0.86 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475709.1         -            722 1288at5820           -            801   7.3e-10   36.0   1.9   1   1   8.2e-11   2.3e-08   31.0   1.9   114   314    24   220    16   226 0.73 | transcript=PVW1_130025000_t1 | gene=PVW1_130025000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:917366-919534(+) | protein_length=722 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482504.1         -            344 1288at5820           -            801   6.3e-08   29.5   0.0   1   1   3.1e-10   8.7e-08   29.1   0.0   139   307    77   237    64   247 0.81 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478938.1         -            325 1288at5820           -            801     2e-07   27.9  10.9   1   1   1.2e-08   3.3e-06   23.9  10.9   115   315    15   223     5   231 0.68 | transcript=PVW1_080019800_t1 | gene=PVW1_080019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | location=CAJZCX010000009:688257-689234(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
