#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   1  12     2e-26     3e-23   79.2   0.7     1    70     1    84     1    89 0.88 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   2  12   1.7e-16   2.5e-13   46.3   3.6    66   115   109   158   103   174 0.91 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   3  12   8.2e-53   1.2e-49  166.7  24.1   110   264   199   371   165   387 0.81 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   4  12   6.2e-14   9.4e-11   37.7   7.6   272   368   433   553   405   561 0.76 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   5  12   9.3e-19   1.4e-15   53.7   8.8   332   409   582   659   578   711 0.76 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   6  12         4   6.1e+03  -20.1  32.6  1604  1665   730   791   722   799 0.70 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   7  12     1e-11   1.5e-08   30.4   6.0   387   456   815   888   805   921 0.75 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   8  12  8.7e-152  1.3e-148  495.0  49.6   471   765  1136  1453  1107  1457 0.91 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9   9  12   2.4e-50   3.7e-47  158.5   1.8   763   867  1533  1651  1530  1658 0.85 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9  10  12  1.6e-185  2.5e-182  606.8  19.5   864  1224  1681  2078  1677  2124 0.92 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9  11  12  1.1e-222  1.7e-219  730.0  51.8  1227  1668  2137  2634  2118  2643 0.88 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476027.1         -           3341 230at5820            -           2204         0 3306.5 316.9  12  12  4.9e-297  7.5e-294  976.7  25.6  1667  2204  2694  3249  2668  3249 0.95 | transcript=PVW1_130037900_t1 | gene=PVW1_130037900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1416957-1428001(-) | protein_length=3341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475575.1         -            854 230at5820            -           2204   1.9e-29   99.8  12.2   1   3   7.9e-12   1.2e-08   30.8   1.0  1413  1549    33   163    12   169 0.76 | transcript=PVW1_130019800_t1 | gene=PVW1_130019800 | organism=Plasmodium_vivax_PvW1 | gene_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | transcript_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | location=CAJZCX010000006:663083-666911(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475575.1         -            854 230at5820            -           2204   1.9e-29   99.8  12.2   2   3   4.4e-13   6.7e-10   34.9   0.8  1081  1198   165   281   148   334 0.70 | transcript=PVW1_130019800_t1 | gene=PVW1_130019800 | organism=Plasmodium_vivax_PvW1 | gene_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | transcript_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | location=CAJZCX010000006:663083-666911(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475575.1         -            854 230at5820            -           2204   1.9e-29   99.8  12.2   3   3   5.2e-15     8e-12   41.3   0.2  1088  1208   411   533   400   584 0.86 | transcript=PVW1_130019800_t1 | gene=PVW1_130019800 | organism=Plasmodium_vivax_PvW1 | gene_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | transcript_product=cGMP-dependent protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIH0] | location=CAJZCX010000006:663083-666911(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472300.1         -            440 230at5820            -           2204   1.5e-24   83.5   6.4   1   2   1.9e-11   2.9e-08   29.5   1.3  2043  2136   179   270   158   277 0.86 | transcript=PVW1_140047600_t1 | gene=PVW1_140047600 | organism=Plasmodium_vivax_PvW1 | gene_product=cAMP-dependent protein kinase regulatory subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H586] | transcript_product=cAMP-dependent protein kinase regulatory subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H586] | location=CAJZCX010000003:1850353-1852586(-) | protein_length=440 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
