#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   1  12   5.6e-07    0.0034   13.9   0.2    15    42    32    59     3    65 0.79 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   2  12   0.00045       2.8    4.3   0.0    42    67    87   112    79   116 0.89 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   3  12   6.9e-14   4.2e-10   36.8   0.4    58   134   137   251   121   257 0.69 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   4  12     9e-24   5.5e-20   69.5   1.7   132   184   313   365   310   379 0.92 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   5  12   1.8e-71   1.1e-67  227.5  39.1   190   376   433   660   426   681 0.88 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   6  12   4.7e-91   2.9e-87  292.3  16.6   381   566   779   969   774   972 0.96 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   7  12   3.8e-82   2.3e-78  262.8   9.9   562   706  1002  1148   999  1159 0.96 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   8  12   1.2e-63   7.2e-60  201.6  18.3   705   824  1217  1336  1209  1344 0.96 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5   9  12   5.6e-32   3.4e-28   96.7   4.1   825   895  1396  1467  1389  1475 0.94 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5  10  12   3.8e-55   2.3e-51  173.4  16.8   893   996  1521  1630  1518  1633 0.94 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472447.1         -           1929 896at5820            -           1182         0 1617.9 202.5  11  12   7.3e-25   4.4e-21   73.1   0.3   996  1048  1678  1730  1673  1735 0.94 | transcript=PVW1_140061600_t1 | gene=PVW1_140061600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2459050-2464839(-) | protein_length=1929 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
