#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   1  10   0.00064       1.3    5.5   0.0     1    27     1    27     1    61 0.79 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   2  10   6.2e-28   1.3e-24   84.9   1.5    39   105   117   187   105   193 0.89 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   3  10   4.5e-36     9e-33  111.8   8.0   104   192   314   414   286   423 0.83 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   4  10   9.6e-10   1.9e-06   24.8   0.0   194   234   511   553   490   562 0.83 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   5  10   2.1e-30   4.3e-27   93.0   0.0   228   296   606   687   601   688 0.88 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   6  10   4.4e-22   8.9e-19   65.6   0.0   297   347   777   827   771   838 0.91 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   7  10   1.7e-05     0.035   10.7   0.1   349   374   877   902   869   905 0.88 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   8  10  8.7e-142  1.8e-138  461.1  33.0   373   628   936  1199   934  1224 0.96 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   9  10      0.02        40    0.6   0.1   621   647  1228  1254  1223  1270 0.79 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0  10  10     0.015        30    1.0   0.4   637   660  1395  1418  1379  1422 0.75 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477794.1         -           1049 1231at5820           -            664    0.0079   12.9   5.4   1   1   6.2e-06     0.013   12.2   5.4   171   290    13   132     4   175 0.76 | transcript=PVW1_110027300_t1 | gene=PVW1_110027300 | organism=Plasmodium_vivax_PvW1 | gene_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | transcript_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | location=CAJZCX010000008:989132-992281(+) | protein_length=1049 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
