#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   1  12   9.8e-77   5.9e-73  244.8  25.6     1   166     1   205     1   220 0.83 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   2  12      0.08   4.9e+02   -3.2  18.6   125   226   271   376   260   418 0.53 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   3  12   3.7e-17   2.2e-13   47.6  13.0   194   241   439   489   393   530 0.75 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   4  12   5.2e-07    0.0032   14.0   5.4   215   274   538   599   513   615 0.80 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   5  12   7.4e-13   4.5e-09   33.4  19.8   255   319   618   682   605   776 0.84 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   6  12   1.2e-19   7.3e-16   55.8  19.6   234   379   826   988   796  1004 0.62 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   7  12   2.6e-09   1.6e-05   21.6   3.1   380   415  1053  1088  1038  1092 0.86 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   8  12   1.1e-18   6.4e-15   52.7  16.3   379   499  1089  1212  1085  1218 0.73 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9   9  12   8.3e-24     5e-20   69.6  12.2   447   528  1211  1298  1205  1345 0.89 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9  10  12   2.9e-91   1.7e-87  292.9  67.6   528   695  1357  1528  1341  1533 0.92 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481833.1         -           1900 3211at5820           -            949         0 1125.7 437.9  11  12   7.6e-12   4.6e-08   30.0  26.3   678   766  1542  1646  1528  1653 0.70 | transcript=PVW1_060027800_t1 | gene=PVW1_060027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:921731-927753(-) | protein_length=1900 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
