#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   1   7   5.8e-99   4.4e-96  321.4  12.3    17   225   184   429   177   440 0.83 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   2   7    2e-129  1.6e-126  422.2   6.2   235   483   490   771   477   775 0.89 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   3   7  1.1e-142  8.5e-140  466.1   7.7   480   760   807  1111   799  1113 0.94 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   4   7     1e-39   7.9e-37  125.2   0.1   759   835  1177  1253  1174  1257 0.96 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   5   7   4.6e-29   3.5e-26   90.0   0.2   835   915  1311  1404  1304  1409 0.89 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   6   7   8.3e-22   6.3e-19   66.0   0.0   930  1006  1542  1629  1529  1639 0.84 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473372.1         -           1680 1108at5820           -           1032         0 1496.7  55.4   7   7   1.9e-07   0.00015   18.4   0.0  1006  1032  1652  1680  1642  1680 0.89 | transcript=PVW1_120035900_t1 | gene=PVW1_120035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1317091-1322133(-) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472329.1         -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   1   3   5.5e-20   4.2e-17   59.9  11.2    29   173    46   204    38   223 0.83 | transcript=PVW1_140050300_t1 | gene=PVW1_140050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1969199-1973142(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472329.1         -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   2   3   7.2e-62   5.5e-59  198.6  21.8   298   861   419  1000   361  1007 0.74 | transcript=PVW1_140050300_t1 | gene=PVW1_140050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1969199-1973142(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472329.1         -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   3   3    0.0078       5.9    3.1   0.0   947  1006  1047  1106  1022  1124 0.79 | transcript=PVW1_140050300_t1 | gene=PVW1_140050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1969199-1973142(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472446.1         -            631 1108at5820           -           1032   6.1e-29   99.1  15.7   1   2     1e-25   7.7e-23   78.9   6.1   377   574     8   199     1   245 0.84 | transcript=PVW1_140061500_t1 | gene=PVW1_140061500 | organism=Plasmodium_vivax_PvW1 | gene_product=SUMO-activating enzyme subunit [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5J2] | transcript_product=SUMO-activating enzyme subunit [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5J2] | location=CAJZCX010000003:2456607-2458627(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472446.1         -            631 1108at5820           -           1032   6.1e-29   99.1  15.7   2   2   1.1e-09   8.2e-07   25.8   2.0   766   858   338   429   306   504 0.84 | transcript=PVW1_140061500_t1 | gene=PVW1_140061500 | organism=Plasmodium_vivax_PvW1 | gene_product=SUMO-activating enzyme subunit [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5J2] | transcript_product=SUMO-activating enzyme subunit [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5J2] | location=CAJZCX010000003:2456607-2458627(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479845.1         -            406 1108at5820           -           1032   5.4e-16   56.2   0.9   1   2     5e-18   3.8e-15   53.4   0.7   390   529     5   137     2   146 0.80 | transcript=PVW1_050023400_t1 | gene=PVW1_050023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:798821-800041(-) | protein_length=406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479845.1         -            406 1108at5820           -           1032   5.4e-16   56.2   0.9   2   2     0.047        35    0.6   0.0   777   844   215   284   206   317 0.72 | transcript=PVW1_050023400_t1 | gene=PVW1_050023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:798821-800041(-) | protein_length=406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477241.1         -            359 1108at5820           -           1032   2.3e-15   54.2  25.2   1   3   2.1e-17   1.6e-14   51.4   7.1    24   121     7   102     2   110 0.87 | transcript=PVW1_090049700_t1 | gene=PVW1_090049700 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | location=CAJZCX010000007:1985487-1986566(+) | protein_length=359 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477241.1         -            359 1108at5820           -           1032   2.3e-15   54.2  25.2   2   3      0.01       7.8    2.7   1.3   122   176   142   198   117   206 0.78 | transcript=PVW1_090049700_t1 | gene=PVW1_090049700 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | location=CAJZCX010000007:1985487-1986566(+) | protein_length=359 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477241.1         -            359 1108at5820           -           1032   2.3e-15   54.2  25.2   3   3   2.4e-05     0.018   11.5   1.8   247   355   235   349   230   359 0.82 | transcript=PVW1_090049700_t1 | gene=PVW1_090049700 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | location=CAJZCX010000007:1985487-1986566(+) | protein_length=359 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473143.1         -            585 1108at5820           -           1032   1.9e-11   41.2   3.4   1   1   3.5e-14   2.6e-11   40.7   3.4    25   177     2   167     1   192 0.86 | transcript=PVW1_120019000_t1 | gene=PVW1_120019000 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG38] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG38] | location=CAJZCX010000004:649066-650823(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477539.1         -            534 1108at5820           -           1032   3.8e-09   33.6   5.1   1   2     5e-12   3.8e-09   33.6   5.1   365   528    81   236    63   275 0.82 | transcript=PVW1_110012000_t1 | gene=PVW1_110012000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:290867-292471(+) | protein_length=534 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477539.1         -            534 1108at5820           -           1032   3.8e-09   33.6   5.1   2   2       1.1   8.3e+02   -4.0   0.4   122   150   408   436   390   455 0.45 | transcript=PVW1_110012000_t1 | gene=PVW1_110012000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:290867-292471(+) | protein_length=534 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
