#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472593.1         -           1589 1046at5820           -           1126         0 2173.3  73.6   1   5  4.3e-137  2.6e-134  447.5  15.0     1   259     5   284     5   315 0.92 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1046at5820           -           1126         0 2173.3  73.6   2   5   4.7e-91   2.9e-88  295.0   2.3   261   407   365   512   353   521 0.95 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1046at5820           -           1126         0 2173.3  73.6   3   5   8.5e-69   5.2e-66  221.3   2.3   406   549   556   710   552   729 0.90 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1046at5820           -           1126         0 2173.3  73.6   4   5  1.3e-204  8.1e-202  671.0  13.6   547   864   912  1238   892  1242 0.95 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1046at5820           -           1126         0 2173.3  73.6   5   5  9.6e-172  5.8e-169  562.2   9.1   865  1126  1327  1589  1319  1589 0.98 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   1   6      0.13        79   -1.2   0.4   197   217   462   482   409   491 0.65 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   2   6   2.7e-29   1.7e-26   90.5   0.0   210   336   712   849   667   856 0.79 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   3   6   2.1e-18   1.3e-15   54.4   0.1   572   650   944  1021   923  1030 0.83 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   4   6   1.1e-18   6.8e-16   55.3   0.5   715   806  1048  1142  1033  1154 0.88 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   5   6      0.13        81   -1.2   2.1   826   869  1245  1286  1231  1307 0.80 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   6   6   3.2e-29   1.9e-26   90.3   3.4   943  1113  1312  1503  1299  1523 0.83 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
