#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478965.1         -            567 5489at5820           -            451  7.3e-239  791.4  25.5   1   3     1e-13   1.2e-10   39.1   0.0    30    79    39    88    10   124 0.74 | transcript=PVW1_080020900_t1 | gene=PVW1_080020900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:741782-743485(-) | protein_length=567 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478965.1         -            567 5489at5820           -            451  7.3e-239  791.4  25.5   2   3     0.005         6    3.8   0.0    59   114   136   197   127   203 0.62 | transcript=PVW1_080020900_t1 | gene=PVW1_080020900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:741782-743485(-) | protein_length=567 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478965.1         -            567 5489at5820           -            451  7.3e-239  791.4  25.5   3   3  2.4e-229    3e-226  749.8  20.3   116   449   233   567   228   567 0.99 | transcript=PVW1_080020900_t1 | gene=PVW1_080020900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:741782-743485(-) | protein_length=567 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472399.1         -            491 5489at5820           -            451   4.3e-27   93.3   8.5   1   1   5.4e-30   6.6e-27   92.7   8.5   157   335   194   364   137   396 0.81 | transcript=PVW1_140057400_t1 | gene=PVW1_140057400 | organism=Plasmodium_vivax_PvW1 | gene_product=TUTase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5E6] | transcript_product=TUTase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5E6] | location=CAJZCX010000003:2281466-2284399(-) | protein_length=491 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472345.1         -            893 5489at5820           -            451   6.6e-09   33.4   8.2   1   2       1.1   1.3e+03   -3.8  12.8    36   120    51   133    25   144 0.49 | transcript=PVW1_140051900_t1 | gene=PVW1_140051900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2032998-2035679(-) | protein_length=893 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472345.1         -            893 5489at5820           -            451   6.6e-09   33.4   8.2   2   2   5.5e-12   6.6e-09   33.4   8.2   116   300   338   517   315   522 0.86 | transcript=PVW1_140051900_t1 | gene=PVW1_140051900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2032998-2035679(-) | protein_length=893 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473381.1         -            810 5489at5820           -            451     1e-07   29.4   2.1   1   2   2.1e-10   2.6e-07   28.1   0.4   152   300   419   560   396   565 0.81 | transcript=PVW1_120036700_t1 | gene=PVW1_120036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1342371-1344803(+) | protein_length=810 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473381.1         -            810 5489at5820           -            451     1e-07   29.4   2.1   2   2     0.058        71    0.3   0.1   355   372   576   593   569   640 0.77 | transcript=PVW1_120036700_t1 | gene=PVW1_120036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1342371-1344803(+) | protein_length=810 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475189.1         -            530 5489at5820           -            451         1    6.4  10.2   1   1   0.00031      0.38    7.8   7.2    61   116    12    69     4   111 0.75 | transcript=PVW1_100058700_t1 | gene=PVW1_100058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2394520-2396411(-) | protein_length=530 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5489at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5489at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5489at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:54 2026
# [ok]
