#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477909.1         -           1314 1244at5820           -           1042         0 1756.6  62.9   1   5   4.5e-84   1.4e-80  270.1   8.4     2   154     5   160     4   162 0.97 | transcript=PVW1_110035600_t1 | gene=PVW1_110035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1311533-1315477(+) | protein_length=1314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477909.1         -           1314 1244at5820           -           1042         0 1756.6  62.9   2   5  1.7e-179  5.2e-176  586.0   7.8   154   463   187   520   182   527 0.96 | transcript=PVW1_110035600_t1 | gene=PVW1_110035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1311533-1315477(+) | protein_length=1314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477909.1         -           1314 1244at5820           -           1042         0 1756.6  62.9   3   5  2.1e-102   6.2e-99  330.8   1.3   456   679   550   808   544   819 0.90 | transcript=PVW1_110035600_t1 | gene=PVW1_110035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1311533-1315477(+) | protein_length=1314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477909.1         -           1314 1244at5820           -           1042         0 1756.6  62.9   4   5   7.7e-82   2.4e-78  262.7  14.0   677   860   843  1064   818  1068 0.85 | transcript=PVW1_110035600_t1 | gene=PVW1_110035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1311533-1315477(+) | protein_length=1314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477909.1         -           1314 1244at5820           -           1042         0 1756.6  62.9   5   5  3.2e-102   9.8e-99  330.2   1.1   862  1042  1118  1313  1110  1313 0.95 | transcript=PVW1_110035600_t1 | gene=PVW1_110035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1311533-1315477(+) | protein_length=1314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477794.1         -           1049 1244at5820           -           1042   6.6e-09   32.8   1.4   1   4      0.02        61   -0.2   0.0    23    71   137   185   126   198 0.83 | transcript=PVW1_110027300_t1 | gene=PVW1_110027300 | organism=Plasmodium_vivax_PvW1 | gene_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | transcript_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | location=CAJZCX010000008:989132-992281(+) | protein_length=1049 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477794.1         -           1049 1244at5820           -           1042   6.6e-09   32.8   1.4   2   4   1.3e-05     0.039   10.4   0.0   120   275   554   714   506   731 0.75 | transcript=PVW1_110027300_t1 | gene=PVW1_110027300 | organism=Plasmodium_vivax_PvW1 | gene_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | transcript_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | location=CAJZCX010000008:989132-992281(+) | protein_length=1049 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477794.1         -           1049 1244at5820           -           1042   6.6e-09   32.8   1.4   3   4   8.4e-08   0.00026   17.6   0.0   395   446   831   882   811   902 0.85 | transcript=PVW1_110027300_t1 | gene=PVW1_110027300 | organism=Plasmodium_vivax_PvW1 | gene_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | transcript_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | location=CAJZCX010000008:989132-992281(+) | protein_length=1049 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477794.1         -           1049 1244at5820           -           1042   6.6e-09   32.8   1.4   4   4     0.025        74   -0.5   0.1   461   528   964  1037   957  1044 0.72 | transcript=PVW1_110027300_t1 | gene=PVW1_110027300 | organism=Plasmodium_vivax_PvW1 | gene_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | transcript_product=Acetyl-CoA synthetase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF76] | location=CAJZCX010000008:989132-992281(+) | protein_length=1049 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
