#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   1   9  5.4e-115  3.3e-111  371.2  12.5     1   187     1   194     1   206 0.96 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   2   9   6.1e-39   3.7e-35  119.4   0.2   181   277   301   400   291   406 0.93 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   3   9   8.4e-94   5.1e-90  301.0  10.7   278   431   441   594   432   599 0.98 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   4   9  4.5e-144  2.7e-140  467.5  12.7   429   647   632   862   626   865 0.95 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   5   9   3.6e-40   2.2e-36  123.4   6.2   687   869  1204  1393  1185  1405 0.75 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   6   9   2.4e-28   1.5e-24   84.3   0.7   811   868  1437  1494  1402  1513 0.89 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   7   9   3.3e-22     2e-18   63.9   0.2   811   868  1539  1596  1512  1617 0.82 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   8   9   1.8e-13   1.1e-09   35.0   0.0   744   799  1622  1677  1611  1685 0.73 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475321.1         -           2037 810at5820            -           1098         0 1864.5 122.1   9   9  4.7e-104  2.9e-100  335.0  28.0   898  1098  1815  2020  1801  2020 0.92 | transcript=PVW1_130008500_t1 | gene=PVW1_130008500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:174335-181393(-) | protein_length=2037 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/810at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/810at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/810at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:05 2026
# [ok]
